# GT-EV-Testbed UART telemetry + drive log
# session_start_ms,3996
# master_id,101 (esc1),slave_id,102 (esc2)
# firmware,2.3.0
# poll_ms=125,drive=PPM D6/D10
# control_state: 0=STOP_NO_THROTTLE 1=NORMAL_DRIVE 2=STEERING_TIMEOUT 3=FAILSAFE_STOP
# throttle_age_ms,steering_age_ms: -1 if channel never seen
# stop_commanded: 1=firmware neutral due to invalid throttle only
time_ms,loop_dt_ms,throttle_us,steering_us,throttle_norm,steering_norm,left_mix,right_mix,master_ppm_us,slave_ppm_us,throttle_age_ms,steering_age_ms,throttle_signal_valid,steering_signal_valid,throttle_ever_seen,steering_ever_seen,stop_commanded,control_state,esc1_last_update_age_ms,esc2_last_update_age_ms,esc1_rpm,esc1_duty,esc1_motor_current,esc1_input_current,esc1_vin,esc1_fault_code,esc1_fault_name,esc2_rpm,esc2_duty,esc2_motor_current,esc2_input_current,esc2_vin,esc2_fault_code,esc2_fault_name
4562,0,1474,1497,0.0000,0.0000,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,31,0,0,0.00000,0.0000,0.0000,56.500,0,NONE,0,0.00000,0.0000,0.0000,56.630,0,NONE
4698,136,1474,1497,0.0000,0.0000,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,31,0,0,0.00000,0.0000,0.0000,56.510,0,NONE,0,0.00000,0.0000,0.0000,56.630,0,NONE
4834,136,1474,1497,0.0000,0.0000,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,31,0,0,0.00000,0.0000,0.0000,56.480,0,NONE,0,0.00000,0.0000,0.0000,56.640,0,NONE
4970,136,1474,1497,0.0000,0.0000,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,31,0,35,0.00000,0.0000,0.0000,56.510,0,NONE,104,0.00000,0.0000,0.0000,56.650,0,NONE
5106,136,1474,1497,0.0000,0.0000,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,31,0,0,0.00000,0.0000,0.0000,56.510,0,NONE,0,0.00000,0.0000,0.0000,56.650,0,NONE
5242,136,1474,1497,0.0000,0.0000,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,31,0,-66,0.00000,0.0000,0.0000,56.520,0,NONE,-57,0.00000,0.0000,0.0000,56.640,0,NONE
5378,136,1474,1497,0.0000,0.0000,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,31,0,-1,0.00000,0.0000,0.0000,56.510,0,NONE,0,0.00000,0.0000,0.0000,56.650,0,NONE
5514,136,1474,1497,0.0000,0.0000,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,31,0,0,0.00000,0.0000,0.0000,56.510,0,NONE,0,0.00000,0.0000,0.0000,56.650,0,NONE
5650,136,1400,1497,0.2000,0.0000,0.0150,0.0150,1500,1500,0,30,1,1,1,1,0,1,31,0,0,0.00000,0.0000,0.0000,56.500,0,NONE,0,0.00000,0.0000,0.0000,56.640,0,NONE
5786,136,1378,1497,0.2440,0.0000,0.0750,0.0750,1529,1529,0,31,1,1,1,1,0,1,31,0,75,0.00000,0.0000,0.0000,56.520,0,NONE,71,0.00000,0.0000,0.0000,56.640,0,NONE
5922,136,1373,1497,0.2540,0.0000,0.1114,0.1114,1544,1544,0,31,1,1,1,1,0,1,31,0,0,0.00000,0.0000,0.0000,56.510,0,NONE,0,0.00000,0.0000,0.0000,56.650,0,NONE
6058,136,1355,1497,0.2900,0.0000,0.1306,0.1306,1552,1552,0,31,1,1,1,1,0,1,31,0,0,0.02480,0.6696,0.0093,56.490,0,NONE,0,0.01140,0.7555,0.0099,56.630,0,NONE
6194,136,1354,1497,0.2920,0.0000,0.1317,0.1317,1552,1552,0,31,1,1,1,1,0,1,31,0,0,0.02420,2.0548,0.0343,56.520,0,NONE,0,0.02870,2.2186,0.0339,56.620,0,NONE
6330,136,1367,1497,0.2660,0.0000,0.1177,0.1177,1547,1547,0,31,1,1,1,1,0,1,31,0,0,0.03350,2.7060,0.0510,56.500,0,NONE,0,0.01610,2.5209,0.0405,56.620,0,NONE
6466,136,1353,1497,0.2940,0.0000,0.1327,0.1327,1553,1553,0,31,1,1,1,1,0,1,31,0,0,0.03070,2.5988,0.0473,56.500,0,NONE,0,0.01240,2.3432,0.0351,56.630,0,NONE
6602,136,1322,1497,0.3560,0.0000,0.1695,0.1695,1567,1567,0,31,1,1,1,1,0,1,31,0,0,0.01230,2.8635,0.0582,56.470,0,NONE,0,0.02370,2.9010,0.0531,56.610,0,NONE
6738,136,1299,1497,0.4020,0.0000,0.1998,0.1998,1579,1579,0,31,1,1,1,1,0,1,31,0,0,0.02970,4.1988,0.1193,56.440,0,NONE,0,0.04380,4.4833,0.1143,56.570,0,NONE
6874,136,1266,1497,0.4680,0.0000,0.2332,0.2332,1593,1593,0,30,1,1,1,1,0,1,31,0,89,0.03730,5.3591,0.1810,56.430,0,NONE,0,0.04720,6.1378,0.2045,56.530,0,NONE
7010,136,1246,1497,0.5080,0.0000,0.2816,0.2816,1612,1612,0,31,1,1,1,1,0,1,31,0,0,0.05170,7.2506,0.3048,56.320,0,NONE,2,0.05690,7.4126,0.3178,56.440,0,NONE
7146,136,1244,1497,0.5120,0.0000,0.2853,0.2853,1614,1614,0,31,1,1,1,1,0,1,31,1,8,0.07650,9.1952,0.4749,56.230,0,NONE,14,0.07530,9.8007,0.5489,56.330,0,NONE
7282,136,1244,1497,0.5120,0.0000,0.2853,0.2853,1614,1614,0,31,1,1,1,1,0,1,32,1,110,0.08370,9.9071,0.6194,56.130,0,NONE,160,0.07800,10.1966,0.6792,56.240,0,NONE
7418,136,1245,1497,0.5100,0.0000,0.2836,0.2836,1613,1613,0,31,1,1,1,1,0,1,32,1,179,0.07490,10.2001,0.7179,56.090,0,NONE,164,0.09090,10.4615,0.7216,56.250,0,NONE
7554,136,1254,1497,0.4920,0.0000,0.2683,0.2683,1607,1607,0,31,1,1,1,1,0,1,32,1,248,0.07650,10.0525,0.7350,56.080,0,NONE,298,0.09140,10.5235,0.7872,56.220,0,NONE
7690,136,1255,1494,0.4900,0.0000,0.2666,0.2666,1606,1606,0,31,1,1,1,1,0,1,32,1,342,0.09510,9.7562,0.7493,56.160,0,NONE,313,0.09590,10.3378,0.7797,56.210,0,NONE
7826,136,1252,1292,0.4960,-0.4160,0.2651,0.2716,1606,1608,0,31,1,1,1,1,0,1,32,1,407,0.09750,9.4992,0.7538,56.090,0,NONE,390,0.08300,10.4646,0.8577,56.230,0,NONE
7962,136,1240,1063,0.5200,-0.8740,0.2783,0.2924,1611,1616,0,31,1,1,1,1,0,1,32,1,385,0.10290,9.5045,0.7648,56.070,0,NONE,460,0.10430,10.1037,0.8692,56.220,0,NONE
8098,136,1239,1000,0.5220,-1.0000,0.2730,0.2941,1609,1617,0,31,1,1,1,1,0,1,32,1,424,0.11200,9.9252,0.8362,56.020,0,NONE,549,0.13100,9.8275,0.9356,56.110,0,NONE
8251,153,1237,1004,0.5260,-0.9920,0.2691,0.2977,1607,1619,0,31,1,1,1,1,0,1,32,1,528,0.10440,9.7521,0.8633,55.980,0,NONE,637,0.12380,9.5234,0.9704,56.150,0,NONE
8387,136,1237,1032,0.5260,-0.9360,0.2620,0.2977,1604,1619,0,31,1,1,1,1,0,1,32,1,570,0.10760,9.3950,0.8852,56.040,0,NONE,725,0.12030,9.0759,0.9693,56.110,0,NONE
8523,136,1237,1020,0.5260,-0.9600,0.2548,0.2977,1601,1619,0,31,1,1,1,1,0,1,32,1,601,0.12200,8.8407,0.8411,56.020,0,NONE,789,0.13170,8.5626,0.9396,56.060,0,NONE
8659,136,1234,1018,0.5320,-0.9640,0.2522,0.3031,1600,1621,0,31,1,1,1,1,0,1,32,1,650,0.13430,8.3008,0.8081,56.020,0,NONE,845,0.13060,8.0401,0.8989,56.170,0,NONE
8795,136,1230,1015,0.5400,-0.9700,0.2509,0.3105,1600,1624,0,31,1,1,1,1,0,1,32,1,693,0.11740,7.7763,0.7554,56.070,0,NONE,905,0.13960,7.5441,0.8609,56.130,0,NONE
8931,136,1227,1012,0.5460,-0.9760,0.2478,0.3161,1599,1626,0,31,1,1,1,1,0,1,32,1,725,0.11830,7.2932,0.7157,56.110,0,NONE,988,0.13460,7.1069,0.8274,56.220,0,NONE
9067,136,1224,1010,0.5520,-0.9800,0.2445,0.3217,1597,1628,0,31,1,1,1,1,0,1,32,1,753,0.13410,6.7407,0.6605,56.090,0,NONE,989,0.15810,6.7492,0.7960,56.250,0,NONE
9203,136,1218,1011,0.5640,-0.9780,0.2453,0.3332,1598,1633,0,31,1,1,1,1,0,1,32,1,761,0.10750,6.4641,0.6248,56.130,0,NONE,993,0.14350,6.5967,0.7807,56.230,0,NONE
9339,136,1213,1011,0.5740,-0.9780,0.2446,0.3431,1597,1637,0,31,1,1,1,1,0,1,32,1,755,0.11260,6.2072,0.5989,56.110,0,NONE,1070,0.13840,6.6073,0.8014,56.220,0,NONE
9475,136,1177,1010,0.6460,-0.9800,0.2708,0.3804,1608,1652,0,31,1,1,1,1,0,1,32,1,764,0.10480,5.9230,0.5649,56.090,0,NONE,1057,0.13830,6.4679,0.7953,56.250,0,NONE
9611,136,1163,1010,0.6740,-0.9800,0.3135,0.4404,1625,1676,0,31,1,1,1,1,0,1,32,1,777,0.11510,6.3106,0.6174,56.020,0,NONE,1127,0.15950,7.3955,0.9606,56.140,0,NONE
9747,136,1159,1011,0.6820,-0.9780,0.3302,0.4631,1632,1685,0,31,1,1,1,1,0,1,32,1,791,0.12700,7.4770,0.7846,55.900,0,NONE,1129,0.16890,8.9002,1.2651,56.020,0,NONE
9884,137,1150,1011,0.7000,-0.9780,0.3464,0.4858,1638,1694,0,31,1,1,1,1,0,1,32,0,812,0.12900,8.2570,0.9122,55.850,0,NONE,1210,0.17720,9.3900,1.3956,55.990,0,NONE
10020,136,1146,1022,0.7080,-0.9560,0.3600,0.4961,1643,1698,0,31,1,1,1,1,0,1,32,0,825,0.14550,8.5099,0.9665,55.780,0,NONE,1280,0.18160,9.7438,1.5194,55.900,0,NONE
10156,136,1157,1027,0.6860,-0.9460,0.3422,0.4681,1636,1687,0,31,1,1,1,1,0,1,32,0,848,0.15400,8.9734,1.0597,55.740,0,NONE,1346,0.18240,9.7095,1.5689,55.860,0,NONE
10292,136,1213,1029,0.5740,-0.9420,0.2574,0.3510,1602,1640,0,31,1,1,1,1,0,1,32,0,864,0.14500,9.0287,1.0772,55.860,0,NONE,1404,0.18720,8.7379,1.4218,55.950,0,NONE
10428,136,1407,1081,0.1860,-0.8380,0.1251,0.1671,1550,1566,0,31,1,1,1,1,0,1,32,0,840,0.13540,7.4738,0.8202,56.120,0,NONE,1463,0.17380,5.4040,0.7973,56.270,0,NONE
10564,136,1474,1140,0.0000,-0.7200,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,32,0,776,0.10100,4.6851,0.4293,56.400,0,NONE,1437,0.12580,0.8684,0.1046,56.570,0,NONE
10700,136,1358,1127,0.2840,-0.7460,0.0358,0.0450,1514,1518,0,31,1,1,1,1,0,1,32,0,622,0.00000,-1.2960,0.0773,56.560,0,NONE,1316,0.08250,-3.3948,-0.2845,56.700,0,NONE
10836,136,1255,1115,0.4900,-0.7700,0.0857,0.1050,1534,1542,0,31,1,1,1,1,0,1,32,0,410,0.00000,-6.4536,-0.0096,56.510,0,NONE,1247,0.08650,-2.3211,-0.1794,56.610,0,NONE
10972,136,1230,1137,0.5400,-0.7260,0.1366,0.1650,1554,1566,0,31,1,1,1,1,0,1,32,0,276,0.00000,-3.7714,-0.0056,56.560,0,NONE,1032,0.02180,-4.8172,-0.2195,56.660,0,NONE
11108,136,1243,1458,0.5140,0.0000,0.1917,0.2250,1576,1590,0,31,1,1,1,1,0,1,31,0,96,0.02980,0.2411,0.0113,56.520,0,NONE,860,0.03290,-6.7808,-0.2362,56.620,0,NONE
11244,136,1242,1497,0.5160,0.0000,0.2497,0.2850,1599,1613,0,31,1,1,1,1,0,1,31,0,99,0.03320,2.6524,0.0808,56.470,0,NONE,711,0.04510,-3.6362,-0.1283,56.560,0,NONE
11380,136,1239,1497,0.5220,0.0000,0.2647,0.2941,1605,1617,0,31,1,1,1,1,0,1,31,0,24,0.05540,5.4166,0.2207,56.380,0,NONE,565,0.04660,-0.4482,-0.0143,56.540,0,NONE
11516,136,1216,1395,0.5680,-0.2100,0.3007,0.3255,1620,1630,0,31,1,1,1,1,0,1,31,0,89,0.06370,6.5242,0.2901,56.350,0,NONE,425,0.05190,1.8063,0.0854,56.470,0,NONE
11652,136,1182,1295,0.6360,-0.4100,0.3547,0.3822,1641,1652,0,31,1,1,1,1,0,1,31,0,219,0.07490,7.6177,0.4228,56.280,0,NONE,378,0.06460,3.8367,0.2031,56.400,0,NONE
11788,136,1172,1167,0.6560,-0.6660,0.3904,0.4318,1656,1672,0,31,1,1,1,1,0,1,32,0,240,0.08640,9.7134,0.6656,56.170,0,NONE,375,0.09600,6.5723,0.4285,56.200,0,NONE
11924,136,1161,1002,0.6780,-0.9960,0.4033,0.4582,1661,1683,0,31,1,1,1,1,0,1,32,0,275,0.10830,11.6268,0.9807,56.020,0,NONE,408,0.09760,8.6913,0.6865,56.080,0,NONE
12060,136,1157,999,0.6860,-1.0000,0.4008,0.4681,1660,1687,0,31,1,1,1,1,0,1,32,1,398,0.11000,12.4706,1.1479,55.900,0,NONE,554,0.11350,9.9713,0.9346,55.990,0,NONE
12196,136,1155,999,0.6900,-1.0000,0.3937,0.4731,1657,1689,0,31,1,1,1,1,0,1,33,1,531,0.11240,12.6226,1.2608,55.840,0,NONE,604,0.13260,10.6808,1.1221,55.920,0,NONE
12332,136,1155,999,0.6900,-1.0000,0.3823,0.4731,1652,1689,0,31,1,1,1,1,0,1,33,1,571,0.12810,12.1664,1.3220,55.760,0,NONE,692,0.15170,11.0153,1.2670,55.790,0,NONE
12468,136,1155,999,0.6900,-1.0000,0.3710,0.4731,1648,1689,0,31,1,1,1,1,0,1,33,1,655,0.14940,11.8288,1.3576,55.700,0,NONE,788,0.15280,11.0681,1.3460,55.780,0,NONE
12604,136,1222,999,0.5560,-1.0000,0.2549,0.3354,1601,1634,0,31,1,1,1,1,0,1,33,1,760,0.13900,11.1988,1.3216,55.720,0,NONE,889,0.17320,11.0284,1.4368,55.850,0,NONE
12740,136,1414,999,0.1720,-1.0000,0.1071,0.1455,1542,1558,0,31,1,1,1,1,0,1,32,1,820,0.11570,9.2328,1.0593,56.000,0,NONE,992,0.13230,8.2400,1.0104,56.210,0,NONE
12876,136,1474,999,0.0000,-1.0000,0.0000,0.0000,1500,1500,0,31,1,1,1,1,0,1,32,1,829,0.10200,4.8223,0.4629,56.290,0,NONE,973,0.12090,3.9980,0.4163,56.470,0,NONE
13012,136,1371,999,0.2580,-1.0000,0.0105,0.0150,1500,1500,0,31,1,1,1,1,0,1,32,1,784,0.00000,0.3909,0.0481,56.500,0,NONE,927,0.07010,-0.1446,-0.0019,56.620,0,NONE
13148,136,1200,999,0.6000,-1.0000,0.0525,0.0750,1520,1529,0,31,1,1,1,1,0,1,32,1,643,0.00000,-9.8176,-0.0149,56.490,0,NONE,802,0.00000,5.6032,-0.0415,56.610,0,NONE
13301,153,1150,999,0.7000,-1.0000,0.0945,0.1350,1537,1553,0,31,1,1,1,1,0,1,32,1,485,0.00000,-7.7659,-0.0116,56.470,0,NONE,628,0.00000,9.7737,0.0146,56.590,0,NONE
13437,136,1099,999,0.8020,-1.0000,0.1365,0.1950,1554,1578,0,31,1,1,1,1,0,1,32,1,380,0.00000,-5.6993,-0.0085,56.480,0,NONE,454,0.03880,-2.3843,-0.0700,56.600,0,NONE
13573,136,1099,999,0.8020,-1.0000,0.1785,0.2550,1571,1602,0,31,1,1,1,1,0,1,32,1,378,0.02470,-1.6853,-0.0202,56.460,0,NONE,411,0.05280,-0.5526,-0.0091,56.580,0,NONE
13709,136,1112,999,0.7760,-1.0000,0.2205,0.3150,1588,1625,0,31,1,1,1,1,0,1,32,1,324,0.02520,0.1186,0.0106,56.460,0,NONE,353,0.05580,2.1087,0.0941,56.530,0,NONE
13845,136,1122,999,0.7560,-1.0000,0.2625,0.3750,1604,1649,0,31,1,1,1,1,0,1,32,1,247,0.04340,2.0178,0.0813,56.330,0,NONE,378,0.06160,4.8985,0.2657,56.470,0,NONE
13981,136,1160,999,0.6800,-1.0000,0.3045,0.4350,1621,1673,0,31,1,1,1,1,0,1,32,1,263,0.06610,3.7454,0.1608,56.260,0,NONE,384,0.07810,7.4933,0.5216,56.360,0,NONE
14117,136,1177,1000,0.6460,-1.0000,0.2941,0.4202,1617,1668,0,31,1,1,1,1,0,1,32,1,271,0.08200,5.5248,0.3064,56.160,0,NONE,421,0.10060,9.8119,0.8260,56.230,0,NONE
14253,136,1184,1000,0.6320,-1.0000,0.2830,0.4043,1613,1661,0,31,1,1,1,1,0,1,32,1,345,0.07960,5.8496,0.3529,56.090,0,NONE,527,0.12600,10.1371,0.9096,56.260,0,NONE
