# GT-EV-Testbed UART telemetry + drive log
# session_start_ms,4060
# master_id,101,slave_id,102
# poll_ms=125,drive=PPM D6/D10
millis_ms,esc_id,vbat_v,rpm,motor_a,input_a,duty,fet_c,motor_c,fault,thr_us,str_us,mst_ppm_us,slv_ppm_us
6677,102,3.640,0,0.0000,0.0000,-0.15080,26.1,-60.0,8,1500,1500,1500,1500
6768,102,3.630,0,0.0000,0.0000,-0.14800,26.1,-60.0,8,1500,1500,1500,1500
6814,102,3.650,0,0.0000,0.0000,-0.15240,26.1,-60.0,8,1500,1500,1500,1500
6906,102,3.630,0,0.0000,0.0000,-0.14500,26.1,-60.0,8,1500,1500,1500,1500
6952,102,3.650,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
7043,102,3.630,0,0.0000,0.0000,-0.14830,26.1,-60.0,8,1500,1500,1500,1500
7090,102,3.650,0,0.0000,0.0000,-0.14910,26.1,-60.0,8,1500,1500,1500,1500
7181,102,3.620,0,0.0000,0.0000,-0.14620,26.1,-60.0,8,1500,1500,1500,1500
7227,102,3.650,0,0.0000,0.0000,-0.15340,26.1,-60.0,8,1500,1500,1500,1500
7330,102,3.630,0,0.0000,0.0000,-0.14770,26.1,-60.0,8,1500,1500,1500,1500
7376,102,3.650,0,0.0000,0.0000,-0.15150,26.1,-60.0,8,1500,1500,1500,1500
7468,102,3.640,0,0.0000,0.0000,-0.14700,26.1,-60.0,8,1500,1500,1500,1500
7514,102,3.650,0,0.0000,0.0000,-0.15100,26.1,-60.0,8,1500,1500,1500,1500
7606,102,3.640,0,0.0000,0.0000,-0.14810,26.1,-60.0,8,1500,1500,1500,1500
7652,102,3.650,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
7743,102,3.630,0,0.0000,0.0000,-0.14940,26.1,-60.0,8,1500,1500,1500,1500
7790,102,3.650,0,0.0000,0.0000,-0.14890,26.1,-60.0,8,1500,1500,1500,1500
7881,102,3.630,0,0.0000,0.0000,-0.14570,26.1,-60.0,8,1500,1500,1500,1500
7927,102,3.650,0,0.0000,0.0000,-0.14990,26.1,-60.0,8,1500,1500,1500,1500
8018,102,3.640,0,0.0000,0.0000,-0.14790,26.1,-60.0,8,1500,1500,1500,1500
8065,102,3.660,0,0.0000,0.0000,-0.14970,26.1,-60.0,8,1500,1500,1500,1500
8156,102,3.630,0,0.0000,0.0000,-0.14550,26.1,-60.0,8,1500,1500,1500,1500
8202,102,3.650,0,0.0000,0.0000,-0.14970,26.1,-60.0,8,1500,1500,1500,1500
8294,102,3.640,0,0.0000,0.0000,-0.14830,26.1,-60.0,8,1500,1500,1500,1500
8340,102,3.650,0,0.0000,0.0000,-0.15250,26.1,-60.0,8,1500,1500,1500,1500
8431,102,3.630,0,0.0000,0.0000,-0.15000,26.1,-60.0,8,1500,1500,1500,1500
8478,102,3.640,0,0.0000,0.0000,-0.14930,26.1,-60.0,8,1500,1500,1500,1500
8569,102,3.630,0,0.0000,0.0000,-0.14880,26.1,-60.0,8,1500,1500,1500,1500
8616,102,3.650,0,0.0000,0.0000,-0.15330,26.1,-60.0,8,1500,1500,1500,1500
8707,102,3.630,0,0.0000,0.0000,-0.14770,26.1,-60.0,8,1500,1500,1500,1500
8753,102,3.650,0,0.0000,0.0000,-0.15340,26.1,-60.0,8,1500,1500,1500,1500
8845,102,3.630,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
8891,102,3.650,0,0.0000,0.0000,-0.15200,26.1,-60.0,8,1500,1500,1500,1500
8982,102,3.630,0,0.0000,0.0000,-0.14620,26.1,-60.0,8,1500,1500,1500,1500
9029,102,3.650,0,0.0000,0.0000,-0.14840,26.1,-60.0,8,1500,1500,1500,1500
9120,102,3.630,0,0.0000,0.0000,-0.14740,26.1,-60.0,8,1500,1500,1500,1500
9166,102,3.650,0,0.0000,0.0000,-0.15210,26.1,-60.0,8,1500,1500,1500,1500
9258,102,3.620,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
9304,102,3.660,0,0.0000,0.0000,-0.15040,26.1,-60.0,8,1500,1500,1500,1500
9395,102,3.630,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
9441,102,3.640,0,0.0000,0.0000,-0.14960,26.1,-60.0,8,1500,1500,1500,1500
9544,102,3.630,0,0.0000,0.0000,-0.14870,26.1,-60.0,8,1500,1500,1500,1500
9591,102,3.650,0,0.0000,0.0000,-0.14910,26.1,-60.0,8,1500,1500,1500,1500
9682,102,3.630,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
9728,102,3.650,0,0.0000,0.0000,-0.14890,26.1,-60.0,8,1500,1500,1500,1500
9820,102,3.630,0,0.0000,0.0000,-0.14700,26.1,-60.0,8,1500,1500,1500,1500
9866,102,3.650,0,0.0000,0.0000,-0.15100,26.1,-60.0,8,1500,1500,1500,1500
9957,102,3.640,0,0.0000,0.0000,-0.14700,26.1,-60.0,8,1500,1500,1500,1500
10004,102,3.650,0,0.0000,0.0000,-0.15310,26.1,-60.0,8,1500,1500,1500,1500
10102,102,3.630,0,0.0000,0.0000,-0.14700,26.1,-60.0,8,1500,1500,1500,1500
10148,102,3.660,0,0.0000,0.0000,-0.15080,26.1,-60.0,8,1500,1500,1500,1500
10239,102,3.630,0,0.0000,0.0000,-0.14580,26.1,-60.0,8,1500,1500,1500,1500
10286,102,3.660,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
10377,102,3.620,0,0.0000,0.0000,-0.14580,26.1,-60.0,8,1500,1500,1500,1500
10423,102,3.640,0,0.0000,0.0000,-0.15160,26.1,-60.0,8,1500,1500,1500,1500
10515,102,3.630,0,0.0000,0.0000,-0.14490,26.1,-60.0,8,1500,1500,1500,1500
10561,102,3.650,0,0.0000,0.0000,-0.15040,26.1,-60.0,8,1500,1500,1500,1500
10653,102,3.630,0,0.0000,0.0000,-0.14410,26.1,-60.0,8,1500,1500,1500,1500
10699,102,3.650,0,0.0000,0.0000,-0.15160,26.1,-60.0,8,1500,1500,1500,1500
10790,102,3.620,0,0.0000,0.0000,-0.14530,26.1,-60.0,8,1500,1500,1500,1500
10837,102,3.650,0,0.0000,0.0000,-0.15230,26.1,-60.0,8,1500,1500,1500,1500
10928,102,3.640,0,0.0000,0.0000,-0.14530,26.1,-60.0,8,1500,1500,1500,1500
10974,102,3.650,0,0.0000,0.0000,-0.15130,26.1,-60.0,8,1500,1500,1500,1500
11066,102,3.630,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
11112,102,3.660,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
11203,102,3.630,0,0.0000,0.0000,-0.14810,26.1,-60.0,8,1500,1500,1500,1500
11250,102,3.650,0,0.0000,0.0000,-0.15190,26.1,-60.0,8,1500,1500,1500,1500
11341,102,3.640,0,0.0000,0.0000,-0.14750,26.1,-60.0,8,1500,1500,1500,1500
11387,102,3.640,0,0.0000,0.0000,-0.15110,26.1,-60.0,8,1500,1500,1500,1500
11479,102,3.630,0,0.0000,0.0000,-0.14600,26.1,-60.0,8,1500,1500,1500,1500
11525,102,3.650,0,0.0000,0.0000,-0.15140,26.1,-60.0,8,1500,1500,1500,1500
11616,102,3.630,0,0.0000,0.0000,-0.15020,26.1,-60.0,8,1500,1500,1500,1500
11663,102,3.650,0,0.0000,0.0000,-0.15170,26.1,-60.0,8,1500,1500,1500,1500
11754,102,3.630,0,0.0000,0.0000,-0.14760,26.1,-60.0,8,1500,1500,1500,1500
11800,102,3.640,0,0.0000,0.0000,-0.15010,26.1,-60.0,8,1500,1500,1500,1500
11892,102,3.630,0,0.0000,0.0000,-0.15000,26.1,-60.0,8,1500,1500,1500,1500
11938,102,3.650,0,0.0000,0.0000,-0.15100,26.1,-60.0,8,1500,1500,1500,1500
12029,102,3.630,0,0.0000,0.0000,-0.14550,26.1,-60.0,8,1500,1500,1500,1500
12076,102,3.650,0,0.0000,0.0000,-0.15380,26.1,-60.0,8,1500,1500,1500,1500
12167,102,3.630,0,0.0000,0.0000,-0.14920,26.1,-60.0,8,1500,1500,1500,1500
12213,102,3.650,0,0.0000,0.0000,-0.15120,26.1,-60.0,8,1500,1500,1500,1500
12316,102,3.640,0,0.0000,0.0000,-0.14650,26.1,-60.0,8,1500,1500,1500,1500
12363,102,3.650,0,0.0000,0.0000,-0.14950,26.1,-60.0,8,1500,1500,1500,1500
12454,102,3.640,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
12500,102,3.650,0,0.0000,0.0000,-0.14910,26.1,-60.0,8,1500,1500,1500,1500
12592,102,3.640,0,0.0000,0.0000,-0.14870,26.1,-60.0,8,1500,1500,1500,1500
12638,102,3.640,0,0.0000,0.0000,-0.15020,26.1,-60.0,8,1500,1500,1500,1500
12729,102,3.630,0,0.0000,0.0000,-0.14600,26.1,-60.0,8,1500,1500,1500,1500
12776,102,3.650,0,0.0000,0.0000,-0.15100,26.1,-60.0,8,1500,1500,1500,1500
12867,102,3.640,0,0.0000,0.0000,-0.14580,26.1,-60.0,8,1500,1500,1500,1500
12913,102,3.650,0,0.0000,0.0000,-0.15200,26.1,-60.0,8,1500,1500,1500,1500
13005,102,3.630,0,0.0000,0.0000,-0.14740,26.1,-60.0,8,1500,1500,1500,1500
13051,102,3.640,0,0.0000,0.0000,-0.15170,26.1,-60.0,8,1500,1500,1500,1500
13142,102,3.630,0,0.0000,0.0000,-0.14790,26.1,-60.0,8,1500,1500,1500,1500
13189,102,3.650,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
13280,102,3.620,0,0.0000,0.0000,-0.14890,26.1,-60.0,8,1500,1500,1500,1500
13326,102,3.650,0,0.0000,0.0000,-0.14810,26.1,-60.0,8,1500,1500,1500,1500
13418,102,3.630,0,0.0000,0.0000,-0.14780,26.1,-60.0,8,1500,1500,1500,1500
13464,102,3.660,0,0.0000,0.0000,-0.15100,26.1,-60.0,8,1500,1500,1500,1500
13555,102,3.620,0,0.0000,0.0000,-0.14660,26.1,-60.0,8,1500,1500,1500,1500
13602,102,3.650,0,0.0000,0.0000,-0.15030,26.1,-60.0,8,1500,1500,1500,1500
13693,102,3.620,0,0.0000,0.0000,-0.14940,26.1,-60.0,8,1500,1500,1500,1500
13740,102,3.650,0,0.0000,0.0000,-0.15250,26.1,-60.0,8,1500,1500,1500,1500
13831,102,3.630,0,0.0000,0.0000,-0.14880,26.1,-60.0,8,1500,1500,1500,1500
13877,102,3.650,0,0.0000,0.0000,-0.15010,26.1,-60.0,8,1500,1500,1500,1500
13969,102,3.620,0,0.0000,0.0000,-0.14960,26.1,-60.0,8,1500,1500,1500,1500
14015,102,3.640,0,0.0000,0.0000,-0.15070,26.1,-60.0,8,1500,1500,1500,1500
14106,102,3.620,0,0.0000,0.0000,-0.14950,26.1,-60.0,8,1500,1500,1500,1500
14153,102,3.660,0,0.0000,0.0000,-0.15240,26.1,-60.0,8,1500,1500,1500,1500
14244,102,3.630,0,0.0000,0.0000,-0.14500,26.1,-60.0,8,1500,1500,1500,1500
14290,102,3.660,0,0.0000,0.0000,-0.14920,26.1,-60.0,8,1500,1500,1500,1500
14382,102,3.630,0,0.0000,0.0000,-0.15130,26.1,-60.0,8,1500,1500,1500,1500
14428,102,3.650,0,0.0000,0.0000,-0.15140,26.1,-60.0,8,1500,1500,1500,1500
14529,102,3.620,0,0.0000,0.0000,-0.14880,26.1,-60.0,8,1500,1500,1500,1500
14576,102,3.640,0,0.0000,0.0000,-0.14960,26.1,-60.0,8,1500,1500,1500,1500
14667,102,3.620,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
14714,102,3.640,0,0.0000,0.0000,-0.15150,26.1,-60.0,8,1500,1500,1500,1500
14805,102,3.640,0,0.0000,0.0000,-0.14720,26.1,-60.0,8,1500,1500,1500,1500
14851,102,3.650,0,0.0000,0.0000,-0.15200,26.1,-60.0,8,1500,1500,1500,1500
14943,102,3.630,0,0.0000,0.0000,-0.14420,26.1,-60.0,8,1500,1500,1500,1500
14989,102,3.660,0,0.0000,0.0000,-0.15290,26.1,-60.0,8,1500,1500,1500,1500
15080,102,3.630,0,0.0000,0.0000,-0.14600,26.1,-60.0,8,1500,1500,1500,1500
15135,102,3.650,0,0.0000,0.0000,-0.15130,26.1,-60.0,8,1500,1500,1500,1500
15226,102,3.630,0,0.0000,0.0000,-0.14620,26.1,-60.0,8,1500,1500,1500,1500
15273,102,3.650,0,0.0000,0.0000,-0.15250,26.1,-60.0,8,1500,1500,1500,1500
15364,102,3.630,0,0.0000,0.0000,-0.14710,26.1,-60.0,8,1500,1500,1500,1500
15410,102,3.640,0,0.0000,0.0000,-0.15020,26.1,-60.0,8,1500,1500,1500,1500
15502,102,3.620,0,0.0000,0.0000,-0.14500,26.1,-60.0,8,1500,1500,1500,1500
15548,102,3.660,0,0.0000,0.0000,-0.15240,26.1,-60.0,8,1500,1500,1500,1500
15640,102,3.620,0,0.0000,0.0000,-0.14580,26.1,-60.0,8,1500,1500,1500,1500
15686,102,3.650,0,0.0000,0.0000,-0.15210,26.1,-60.0,8,1500,1500,1500,1500
15777,102,3.620,0,0.0000,0.0000,-0.14380,26.1,-60.0,8,1500,1500,1500,1500
15824,102,3.650,0,0.0000,0.0000,-0.15150,26.1,-60.0,8,1500,1500,1500,1500
15915,102,3.630,0,0.0000,0.0000,-0.14840,26.1,-60.0,8,1500,1500,1500,1500
15961,102,3.650,0,0.0000,0.0000,-0.15040,26.1,-60.0,8,1500,1500,1500,1500
16053,102,3.630,0,0.0000,0.0000,-0.14810,26.1,-60.0,8,1500,1500,1500,1500
16099,102,3.650,0,0.0000,0.0000,-0.15320,26.1,-60.0,8,1500,1500,1500,1500
16190,102,3.620,0,0.0000,0.0000,-0.14390,26.1,-60.0,8,1500,1500,1500,1500
16237,102,3.650,0,0.0000,0.0000,-0.15170,26.1,-60.0,8,1500,1500,1500,1500
16328,102,3.630,0,0.0000,0.0000,-0.14600,26.1,-60.0,8,1500,1500,1500,1500
16374,102,3.660,0,0.0000,0.0000,-0.15030,26.1,-60.0,8,1500,1500,1500,1500
16466,102,3.620,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
16512,102,3.650,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
16603,102,3.640,0,0.0000,0.0000,-0.14630,26.1,-60.0,8,1500,1500,1500,1500
16650,102,3.660,0,0.0000,0.0000,-0.15260,26.1,-60.0,8,1500,1500,1500,1500
16741,102,3.630,0,0.0000,0.0000,-0.14440,26.1,-60.0,8,1500,1500,1500,1500
16787,102,3.650,0,0.0000,0.0000,-0.15060,26.1,-60.0,8,1500,1500,1500,1500
16879,102,3.630,0,0.0000,0.0000,-0.14990,26.1,-60.0,8,1500,1500,1500,1500
16925,102,3.650,0,0.0000,0.0000,-0.15230,26.1,-60.0,8,1500,1500,1500,1500
17016,102,3.620,0,0.0000,0.0000,-0.14730,26.1,-60.0,8,1500,1500,1500,1500
17063,102,3.650,0,0.0000,0.0000,-0.15110,26.1,-60.0,8,1500,1500,1500,1500
17154,102,3.630,0,0.0000,0.0000,-0.14780,26.1,-60.0,8,1500,1500,1500,1500
17200,102,3.660,0,0.0000,0.0000,-0.14920,26.1,-60.0,8,1500,1500,1500,1500
17292,102,3.630,0,0.0000,0.0000,-0.14580,26.1,-60.0,8,1500,1500,1500,1500
17348,102,3.660,0,0.0000,0.0000,-0.15200,26.1,-60.0,8,1500,1500,1500,1500
17440,102,3.620,0,0.0000,0.0000,-0.14660,26.1,-60.0,8,1500,1500,1500,1500
17486,102,3.650,0,0.0000,0.0000,-0.15210,26.1,-60.0,8,1500,1500,1500,1500
17577,102,3.620,0,0.0000,0.0000,-0.14390,26.1,-60.0,8,1500,1500,1500,1500
17624,102,3.650,0,0.0000,0.0000,-0.15120,26.1,-60.0,8,1500,1500,1500,1500
17715,102,3.620,0,0.0000,0.0000,-0.14950,26.1,-60.0,8,1500,1500,1500,1500
17762,102,3.660,0,0.0000,0.0000,-0.15180,26.1,-60.0,8,1500,1500,1500,1500
17853,102,3.630,0,0.0000,0.0000,-0.14650,26.1,-60.0,8,1500,1500,1500,1500
17899,102,3.650,0,0.0000,0.0000,-0.15330,26.1,-60.0,8,1500,1500,1500,1500
17991,102,3.630,0,0.0000,0.0000,-0.14620,26.1,-60.0,8,1500,1500,1500,1500
18037,102,3.650,0,0.0000,0.0000,-0.14980,26.1,-60.0,8,1500,1500,1500,1500
18128,102,3.620,0,0.0000,0.0000,-0.14610,26.1,-60.0,8,1500,1500,1500,1500
18175,102,3.650,0,0.0000,0.0000,-0.15070,26.1,-60.0,8,1500,1500,1500,1500
18266,102,3.630,0,0.0000,0.0000,-0.14790,26.1,-60.0,8,1500,1500,1500,1500
18312,102,3.650,0,0.0000,0.0000,-0.15060,26.1,-60.0,8,1500,1500,1500,1500
18404,102,3.630,0,0.0000,0.0000,-0.14700,26.1,-60.0,8,1500,1500,1500,1500
18450,102,3.650,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
18541,102,3.630,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
18587,102,3.650,0,0.0000,0.0000,-0.15130,26.1,-60.0,8,1500,1500,1500,1500
18679,102,3.630,0,0.0000,0.0000,-0.14790,26.1,-60.0,8,1500,1500,1500,1500
18725,102,3.650,0,0.0000,0.0000,-0.15060,26.1,-60.0,8,1500,1500,1500,1500
18817,102,3.620,0,0.0000,0.0000,-0.14720,26.1,-60.0,8,1500,1500,1500,1500
18863,102,3.640,0,0.0000,0.0000,-0.15010,26.1,-60.0,8,1500,1500,1500,1500
18954,102,3.640,0,0.0000,0.0000,-0.15010,26.1,-60.0,8,1500,1500,1500,1500
19001,102,3.650,0,0.0000,0.0000,-0.15100,26.1,-60.0,8,1500,1500,1500,1500
19092,102,3.620,0,0.0000,0.0000,-0.14860,26.1,-60.0,8,1500,1500,1500,1500
19138,102,3.650,0,0.0000,0.0000,-0.15150,26.1,-60.0,8,1500,1500,1500,1500
19230,102,3.630,0,0.0000,0.0000,-0.14660,26.1,-60.0,8,1500,1500,1500,1500
19276,102,3.650,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
19367,102,3.640,0,0.0000,0.0000,-0.14650,26.1,-60.0,8,1500,1500,1500,1500
19414,102,3.650,0,0.0000,0.0000,-0.15000,26.1,-60.0,8,1500,1500,1500,1500
19505,102,3.630,0,0.0000,0.0000,-0.14690,26.1,-60.0,8,1500,1500,1500,1500
19572,102,3.650,0,0.0000,0.0000,-0.15120,26.1,-60.0,8,1500,1500,1500,1500
19664,102,3.630,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
19710,102,3.660,0,0.0000,0.0000,-0.15180,26.1,-60.0,8,1500,1500,1500,1500
19802,102,3.630,0,0.0000,0.0000,-0.14850,26.1,-60.0,8,1500,1500,1500,1500
19848,102,3.650,0,0.0000,0.0000,-0.15000,26.1,-60.0,8,1500,1500,1500,1500
19939,102,3.630,0,0.0000,0.0000,-0.14760,26.1,-60.0,8,1500,1500,1500,1500
19986,102,3.650,0,0.0000,0.0000,-0.14990,26.1,-60.0,8,1500,1500,1500,1500
20077,102,3.630,0,0.0000,0.0000,-0.14510,26.1,-60.0,8,1500,1500,1500,1500
20123,102,3.650,0,0.0000,0.0000,-0.14890,26.1,-60.0,8,1500,1500,1500,1500
20223,102,3.630,0,0.0000,0.0000,-0.15010,26.1,-60.0,8,1500,1500,1500,1500
20269,102,3.650,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
20360,102,3.630,0,0.0000,0.0000,-0.14770,26.1,-60.0,8,1500,1500,1500,1500
20407,102,3.650,0,0.0000,0.0000,-0.15140,26.1,-60.0,8,1500,1500,1500,1500
20498,102,3.620,0,0.0000,0.0000,-0.14500,26.1,-60.0,8,1500,1500,1500,1500
20544,102,3.650,0,0.0000,0.0000,-0.15080,26.1,-60.0,8,1500,1500,1500,1500
20636,102,3.620,0,0.0000,0.0000,-0.14470,26.1,-60.0,8,1500,1500,1500,1500
20682,102,3.650,0,0.0000,0.0000,-0.14740,26.1,-60.0,8,1500,1500,1500,1500
20774,102,3.620,0,0.0000,0.0000,-0.14300,26.1,-60.0,8,1500,1500,1500,1500
20820,102,3.650,0,0.0000,0.0000,-0.15070,26.1,-60.0,8,1500,1500,1500,1500
20911,102,3.630,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
20958,102,3.650,0,0.0000,0.0000,-0.15080,26.1,-60.0,8,1500,1500,1500,1500
21049,102,3.620,0,0.0000,0.0000,-0.14560,26.1,-60.0,8,1500,1500,1500,1500
21095,102,3.650,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
21187,102,3.620,0,0.0000,0.0000,-0.14610,26.1,-60.0,8,1500,1500,1500,1500
21233,102,3.650,0,0.0000,0.0000,-0.15150,26.1,-60.0,8,1500,1500,1500,1500
21324,102,3.620,0,0.0000,0.0000,-0.14510,26.1,-60.0,8,1500,1500,1500,1500
21371,102,3.650,0,0.0000,0.0000,-0.15020,26.1,-60.0,8,1500,1500,1500,1500
21462,102,3.640,0,0.0000,0.0000,-0.14650,26.1,-60.0,8,1500,1500,1500,1500
21508,102,3.660,0,0.0000,0.0000,-0.15150,26.1,-60.0,8,1500,1500,1500,1500
21599,102,3.630,0,0.0000,0.0000,-0.14530,26.1,-60.0,8,1500,1500,1500,1500
21646,102,3.650,0,0.0000,0.0000,-0.14970,26.1,-60.0,8,1500,1500,1500,1500
21737,102,3.620,0,0.0000,0.0000,-0.14600,26.1,-60.0,8,1500,1500,1500,1500
21784,102,3.650,0,0.0000,0.0000,-0.14990,26.1,-60.0,8,1500,1500,1500,1500
21875,102,3.630,0,0.0000,0.0000,-0.14860,26.1,-60.0,8,1500,1500,1500,1500
21921,102,3.650,0,0.0000,0.0000,-0.15190,26.1,-60.0,8,1500,1500,1500,1500
22013,102,3.630,0,0.0000,0.0000,-0.14810,26.1,-60.0,8,1500,1500,1500,1500
22059,102,3.650,0,0.0000,0.0000,-0.15040,26.1,-60.0,8,1500,1500,1500,1500
22150,102,3.630,0,0.0000,0.0000,-0.14430,26.1,-60.0,8,1500,1500,1500,1500
22197,102,3.640,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
22288,102,3.630,0,0.0000,0.0000,-0.14810,26.1,-60.0,8,1500,1500,1500,1500
22334,102,3.640,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
22437,102,3.640,0,0.0000,0.0000,-0.14800,26.1,-60.0,8,1500,1500,1500,1500
22483,102,3.650,0,0.0000,0.0000,-0.15210,26.1,-60.0,8,1500,1500,1500,1500
22575,102,3.630,0,0.0000,0.0000,-0.14510,26.1,-60.0,8,1500,1500,1500,1500
22621,102,3.640,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
22712,102,3.630,0,0.0000,0.0000,-0.15020,26.1,-60.0,8,1500,1500,1500,1500
22759,102,3.650,0,0.0000,0.0000,-0.15100,26.1,-60.0,8,1500,1500,1500,1500
22850,102,3.630,0,0.0000,0.0000,-0.14600,26.1,-60.0,8,1500,1500,1500,1500
22897,102,3.660,0,0.0000,0.0000,-0.15070,26.1,-60.0,8,1500,1500,1500,1500
22988,102,3.630,0,0.0000,0.0000,-0.14520,26.1,-60.0,8,1500,1500,1500,1500
23034,102,3.650,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
23126,102,3.630,0,0.0000,0.0000,-0.14870,26.1,-60.0,8,1500,1500,1500,1500
23172,102,3.660,0,0.0000,0.0000,-0.15260,26.1,-60.0,8,1500,1500,1500,1500
23263,102,3.640,0,0.0000,0.0000,-0.14540,26.1,-60.0,8,1500,1500,1500,1500
23309,102,3.650,0,0.0000,0.0000,-0.15070,26.1,-60.0,8,1500,1500,1500,1500
