# GT-EV-Testbed UART telemetry + drive log
# session_start_ms,4060
# master_id,101,slave_id,102
# poll_ms=125,drive=PPM D6/D10
millis_ms,esc_id,vbat_v,rpm,motor_a,input_a,duty,fet_c,motor_c,fault,thr_us,str_us,mst_ppm_us,slv_ppm_us
23401,102,3.620,0,0.0000,0.0000,-0.14420,26.1,-60.0,8,1500,1500,1500,1500
23447,102,3.640,0,0.0000,0.0000,-0.15350,26.1,-60.0,8,1500,1500,1500,1500
23538,102,3.630,0,0.0000,0.0000,-0.14650,26.1,-60.0,8,1500,1500,1500,1500
23585,102,3.650,0,0.0000,0.0000,-0.14960,26.1,-60.0,8,1500,1500,1500,1500
23676,102,3.620,0,0.0000,0.0000,-0.14900,26.1,-60.0,8,1500,1500,1500,1500
23722,102,3.650,0,0.0000,0.0000,-0.14950,26.1,-60.0,8,1500,1500,1500,1500
23814,102,3.630,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
23860,102,3.660,0,0.0000,0.0000,-0.14950,26.1,-60.0,8,1500,1500,1500,1500
23952,102,3.620,0,0.0000,0.0000,-0.14540,26.1,-60.0,8,1500,1500,1500,1500
23998,102,3.650,0,0.0000,0.0000,-0.14820,26.1,-60.0,8,1500,1500,1500,1500
24089,102,3.620,0,0.0000,0.0000,-0.14460,26.1,-60.0,8,1500,1500,1500,1500
24136,102,3.650,0,0.0000,0.0000,-0.14800,26.1,-60.0,8,1500,1500,1500,1500
24227,102,3.630,0,0.0000,0.0000,-0.14820,26.1,-60.0,8,1500,1500,1500,1500
24273,102,3.650,0,0.0000,0.0000,-0.15300,26.1,-60.0,8,1500,1500,1500,1500
24365,102,3.620,0,0.0000,0.0000,-0.14560,26.1,-60.0,8,1500,1500,1500,1500
24411,102,3.650,0,0.0000,0.0000,-0.15140,26.1,-60.0,8,1500,1500,1500,1500
24502,102,3.620,0,0.0000,0.0000,-0.14540,26.1,-60.0,8,1500,1500,1500,1500
24549,102,3.650,0,0.0000,0.0000,-0.14720,26.1,-60.0,8,1500,1500,1500,1500
24651,102,3.620,0,0.0000,0.0000,-0.14760,26.1,-60.0,8,1500,1500,1500,1500
24698,102,3.650,0,0.0000,0.0000,-0.15060,26.1,-60.0,8,1500,1500,1500,1500
24789,102,3.620,0,0.0000,0.0000,-0.14870,26.1,-60.0,8,1500,1500,1500,1500
24835,102,3.650,0,0.0000,0.0000,-0.15040,26.1,-60.0,8,1500,1500,1500,1500
24927,102,3.630,0,0.0000,0.0000,-0.14610,26.1,-60.0,8,1500,1500,1500,1500
24973,102,3.660,0,0.0000,0.0000,-0.15440,26.1,-60.0,8,1500,1500,1500,1500
25064,102,3.620,0,0.0000,0.0000,-0.14840,26.1,-60.0,8,1500,1500,1500,1500
25111,102,3.660,0,0.0000,0.0000,-0.15030,26.1,-60.0,8,1500,1500,1500,1500
25209,102,3.620,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
25255,102,3.640,0,0.0000,0.0000,-0.14920,26.1,-60.0,8,1500,1500,1500,1500
25346,102,3.620,0,0.0000,0.0000,-0.14550,26.1,-60.0,8,1500,1500,1500,1500
25393,102,3.650,0,0.0000,0.0000,-0.15350,26.1,-60.0,8,1500,1500,1500,1500
25484,102,3.620,0,0.0000,0.0000,-0.14880,26.1,-60.0,8,1500,1500,1500,1500
25530,102,3.650,0,0.0000,0.0000,-0.15010,26.1,-60.0,8,1500,1500,1500,1500
25622,102,3.620,0,0.0000,0.0000,-0.14690,26.1,-60.0,8,1500,1500,1500,1500
25668,102,3.640,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
25759,102,3.620,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
25806,102,3.650,0,0.0000,0.0000,-0.15230,26.1,-60.0,8,1500,1500,1500,1500
25897,102,3.630,0,0.0000,0.0000,-0.14730,26.1,-60.0,8,1500,1500,1500,1500
25944,102,3.650,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
26035,102,3.630,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
26081,102,3.650,0,0.0000,0.0000,-0.15010,26.1,-60.0,8,1500,1500,1500,1500
26173,102,3.620,0,0.0000,0.0000,-0.14290,26.1,-60.0,8,1500,1500,1500,1500
26219,102,3.650,0,0.0000,0.0000,-0.14840,26.1,-60.0,8,1500,1500,1500,1500
26310,102,3.620,0,0.0000,0.0000,-0.14760,26.1,-60.0,8,1500,1500,1500,1500
26357,102,3.650,0,0.0000,0.0000,-0.15120,26.1,-60.0,8,1500,1500,1500,1500
26448,102,3.620,0,0.0000,0.0000,-0.14470,26.1,-60.0,8,1500,1500,1500,1500
26494,102,3.650,0,0.0000,0.0000,-0.15040,26.1,-60.0,8,1500,1500,1500,1500
26586,102,3.620,0,0.0000,0.0000,-0.14420,26.1,-60.0,8,1500,1500,1500,1500
26632,102,3.650,0,0.0000,0.0000,-0.15130,26.1,-60.0,8,1500,1500,1500,1500
26723,102,3.630,0,0.0000,0.0000,-0.14720,26.1,-60.0,8,1500,1500,1500,1500
26770,102,3.650,0,0.0000,0.0000,-0.14940,26.1,-60.0,8,1500,1500,1500,1500
26861,102,3.630,0,0.0000,0.0000,-0.14760,26.1,-60.0,8,1500,1500,1500,1500
26907,102,3.660,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
26999,102,3.630,0,0.0000,0.0000,-0.14610,26.1,-60.0,8,1500,1500,1500,1500
27045,102,3.650,0,0.0000,0.0000,-0.15230,26.1,-60.0,8,1500,1500,1500,1500
27136,102,3.620,0,0.0000,0.0000,-0.14590,26.1,-60.0,8,1500,1500,1500,1500
27183,102,3.650,0,0.0000,0.0000,-0.15060,26.1,-60.0,8,1500,1500,1500,1500
27274,102,3.620,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
27320,102,3.650,0,0.0000,0.0000,-0.15060,26.1,-60.0,8,1500,1500,1500,1500
27422,102,3.630,0,0.0000,0.0000,-0.14600,26.1,-60.0,8,1500,1500,1500,1500
27469,102,3.650,0,0.0000,0.0000,-0.14900,26.1,-60.0,8,1500,1500,1500,1500
27560,102,3.630,0,0.0000,0.0000,-0.14890,26.1,-60.0,8,1500,1500,1500,1500
27606,102,3.650,0,0.0000,0.0000,-0.14960,26.1,-60.0,8,1500,1500,1500,1500
27697,102,3.630,0,0.0000,0.0000,-0.14860,26.1,-60.0,8,1500,1500,1500,1500
27744,102,3.650,0,0.0000,0.0000,-0.15120,26.1,-60.0,8,1500,1500,1500,1500
27835,102,3.620,0,0.0000,0.0000,-0.14770,26.1,-60.0,8,1500,1500,1500,1500
27882,102,3.650,0,0.0000,0.0000,-0.15000,26.1,-60.0,8,1500,1500,1500,1500
27973,102,3.620,0,0.0000,0.0000,-0.14620,26.1,-60.0,8,1500,1500,1500,1500
28019,102,3.650,0,0.0000,0.0000,-0.14830,26.1,-60.0,8,1500,1500,1500,1500
28111,102,3.630,0,0.0000,0.0000,-0.14430,26.1,-60.0,8,1500,1500,1500,1500
28157,102,3.650,0,0.0000,0.0000,-0.14900,26.1,-60.0,8,1500,1500,1500,1500
28248,102,3.620,0,0.0000,0.0000,-0.14590,26.1,-60.0,8,1500,1500,1500,1500
28295,102,3.650,0,0.0000,0.0000,-0.14920,26.1,-60.0,8,1500,1500,1500,1500
28386,102,3.630,0,0.0000,0.0000,-0.14650,26.1,-60.0,8,1500,1500,1500,1500
28432,102,3.660,0,0.0000,0.0000,-0.14910,26.1,-60.0,8,1500,1500,1500,1500
28524,102,3.640,0,0.0000,0.0000,-0.14740,26.1,-60.0,8,1500,1500,1500,1500
28570,102,3.650,0,0.0000,0.0000,-0.14740,26.1,-60.0,8,1500,1500,1500,1500
28661,102,3.630,0,0.0000,0.0000,-0.14900,26.1,-60.0,8,1500,1500,1500,1500
28708,102,3.640,0,0.0000,0.0000,-0.14810,26.1,-60.0,8,1500,1500,1500,1500
28799,102,3.620,0,0.0000,0.0000,-0.14700,26.1,-60.0,8,1500,1500,1500,1500
28846,102,3.650,0,0.0000,0.0000,-0.15030,26.1,-60.0,8,1500,1500,1500,1500
28937,102,3.620,0,0.0000,0.0000,-0.14660,26.1,-60.0,8,1500,1500,1500,1500
28983,102,3.650,0,0.0000,0.0000,-0.15020,26.1,-60.0,8,1500,1500,1500,1500
29074,102,3.620,0,0.0000,0.0000,-0.14310,26.1,-60.0,8,1500,1500,1500,1500
29121,102,3.650,0,0.0000,0.0000,-0.15080,26.1,-60.0,8,1500,1500,1500,1500
29212,102,3.630,0,0.0000,0.0000,-0.14470,26.1,-60.0,8,1500,1500,1500,1500
29258,102,3.650,0,0.0000,0.0000,-0.15160,26.1,-60.0,8,1500,1500,1500,1500
29350,102,3.630,0,0.0000,0.0000,-0.14830,26.1,-60.0,8,1500,1500,1500,1500
29396,102,3.650,0,0.0000,0.0000,-0.14950,26.1,-60.0,8,1500,1500,1500,1500
29487,102,3.630,0,0.0000,0.0000,-0.14970,26.1,-60.0,8,1500,1500,1500,1500
29534,102,3.660,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
29636,102,3.620,0,0.0000,0.0000,-0.14760,26.1,-60.0,8,1500,1500,1500,1500
29683,102,3.650,0,0.0000,0.0000,-0.15480,26.1,-60.0,8,1500,1500,1500,1500
29774,102,3.630,0,0.0000,0.0000,-0.14770,26.1,-60.0,8,1500,1500,1500,1500
29820,102,3.660,0,0.0000,0.0000,-0.15200,26.1,-60.0,8,1500,1500,1500,1500
29912,102,3.630,0,0.0000,0.0000,-0.14360,26.1,-60.0,8,1500,1500,1500,1500
29958,102,3.660,0,0.0000,0.0000,-0.15410,26.1,-60.0,8,1500,1500,1500,1500
30050,102,3.630,0,0.0000,0.0000,-0.14600,26.1,-60.0,8,1500,1500,1500,1500
30096,102,3.660,0,0.0000,0.0000,-0.15060,26.1,-60.0,8,1500,1500,1500,1500
30187,102,3.640,0,0.0000,0.0000,-0.14600,26.1,-60.0,8,1500,1500,1500,1500
30240,102,3.660,0,0.0000,0.0000,-0.15310,26.1,-60.0,8,1500,1500,1500,1500
30332,102,3.620,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
30378,102,3.660,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
30469,102,3.620,0,0.0000,0.0000,-0.14500,26.1,-60.0,8,1500,1500,1500,1500
30516,102,3.650,0,0.0000,0.0000,-0.15140,26.1,-60.0,8,1500,1500,1500,1500
30607,102,3.630,0,0.0000,0.0000,-0.14690,26.1,-60.0,8,1500,1500,1500,1500
30653,102,3.660,0,0.0000,0.0000,-0.15080,26.1,-60.0,8,1500,1500,1500,1500
30745,102,3.620,0,0.0000,0.0000,-0.14390,26.1,-60.0,8,1500,1500,1500,1500
30791,102,3.650,0,0.0000,0.0000,-0.15120,26.1,-60.0,8,1500,1500,1500,1500
30882,102,3.630,0,0.0000,0.0000,-0.14420,26.1,-60.0,8,1500,1500,1500,1500
30929,102,3.660,0,0.0000,0.0000,-0.15050,26.1,-60.0,8,1500,1500,1500,1500
31020,102,3.630,0,0.0000,0.0000,-0.14790,26.1,-60.0,8,1500,1500,1500,1500
31066,102,3.650,0,0.0000,0.0000,-0.15220,26.1,-60.0,8,1500,1500,1500,1500
31158,102,3.640,0,0.0000,0.0000,-0.14750,26.1,-60.0,8,1500,1500,1500,1500
31204,102,3.650,0,0.0000,0.0000,-0.15160,26.1,-60.0,8,1500,1500,1500,1500
31295,102,3.630,0,0.0000,0.0000,-0.14870,26.1,-60.0,8,1500,1500,1500,1500
31342,102,3.660,0,0.0000,0.0000,-0.15210,26.1,-60.0,8,1500,1500,1500,1500
31433,102,3.620,0,0.0000,0.0000,-0.14530,26.1,-60.0,8,1500,1500,1500,1500
31479,102,3.650,0,0.0000,0.0000,-0.15180,26.1,-60.0,8,1500,1500,1500,1500
31571,102,3.630,0,0.0000,0.0000,-0.14870,26.1,-60.0,8,1500,1500,1500,1500
31617,102,3.660,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
31708,102,3.620,0,0.0000,0.0000,-0.14620,26.1,-60.0,8,1500,1500,1500,1500
31755,102,3.660,0,0.0000,0.0000,-0.14820,26.1,-60.0,8,1500,1500,1500,1500
31846,102,3.620,0,0.0000,0.0000,-0.14680,26.1,-60.0,8,1500,1500,1500,1500
31893,102,3.650,0,0.0000,0.0000,-0.15060,26.1,-60.0,8,1500,1500,1500,1500
31984,102,3.620,0,0.0000,0.0000,-0.14790,26.1,-60.0,8,1500,1500,1500,1500
32030,102,3.650,0,0.0000,0.0000,-0.14940,26.1,-60.0,8,1500,1500,1500,1500
32122,102,3.630,0,0.0000,0.0000,-0.14700,26.1,-60.0,8,1500,1500,1500,1500
32168,102,3.650,0,0.0000,0.0000,-0.14920,26.1,-60.0,8,1500,1500,1500,1500
32259,102,3.620,0,0.0000,0.0000,-0.14430,26.1,-60.0,8,1500,1500,1500,1500
32306,102,3.640,0,0.0000,0.0000,-0.15080,26.1,-60.0,8,1500,1500,1500,1500
32397,102,3.630,0,0.0000,0.0000,-0.14850,26.1,-60.0,8,1500,1500,1500,1500
32454,102,3.650,0,0.0000,0.0000,-0.15400,26.1,-60.0,8,1500,1500,1500,1500
32546,102,3.630,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
32592,102,3.640,0,0.0000,0.0000,-0.15160,26.1,-60.0,8,1500,1500,1500,1500
32684,102,3.620,0,0.0000,0.0000,-0.14780,26.1,-60.0,8,1500,1500,1500,1500
32730,102,3.650,0,0.0000,0.0000,-0.15070,26.1,-60.0,8,1500,1500,1500,1500
32821,102,3.620,0,0.0000,0.0000,-0.14580,26.1,-60.0,8,1500,1500,1500,1500
32868,102,3.650,0,0.0000,0.0000,-0.15200,26.1,-60.0,8,1500,1500,1500,1500
32959,102,3.620,0,0.0000,0.0000,-0.14800,26.1,-60.0,8,1500,1500,1500,1500
33005,102,3.660,0,0.0000,0.0000,-0.15040,26.1,-60.0,8,1500,1500,1500,1500
33097,102,3.630,0,0.0000,0.0000,-0.14510,26.1,-60.0,8,1500,1500,1500,1500
33143,102,3.650,0,0.0000,0.0000,-0.15280,26.1,-60.0,8,1500,1500,1500,1500
33234,102,3.620,0,0.0000,0.0000,-0.14340,26.1,-60.0,8,1500,1500,1500,1500
33281,102,3.650,0,0.0000,0.0000,-0.15090,26.1,-60.0,8,1500,1500,1500,1500
33372,102,3.630,0,0.0000,0.0000,-0.14740,26.1,-60.0,8,1500,1500,1500,1500
33418,102,3.640,0,0.0000,0.0000,-0.15240,26.1,-60.0,8,1500,1500,1500,1500
33510,102,3.620,0,0.0000,0.0000,-0.14740,26.1,-60.0,8,1500,1500,1500,1500
33556,102,3.660,0,0.0000,0.0000,-0.14910,26.1,-60.0,8,1500,1500,1500,1500
33647,102,3.640,0,0.0000,0.0000,-0.14560,26.1,-60.0,8,1500,1500,1500,1500
33694,102,3.650,0,0.0000,0.0000,-0.15190,26.1,-60.0,8,1500,1500,1500,1500
33785,102,3.630,0,0.0000,0.0000,-0.14720,26.1,-60.0,8,1500,1500,1500,1500
33831,102,3.650,0,0.0000,0.0000,-0.15070,26.1,-60.0,8,1500,1500,1500,1500
33923,102,3.630,0,0.0000,0.0000,-0.14840,26.1,-60.0,8,1500,1500,1500,1500
33969,102,3.660,0,0.0000,0.0000,-0.15150,26.1,-60.0,8,1500,1500,1500,1500
34061,102,3.640,0,0.0000,0.0000,-0.14690,26.1,-60.0,8,1500,1500,1500,1500
34107,102,3.650,0,0.0000,0.0000,-0.14980,26.1,-60.0,8,1500,1500,1500,1500
34198,102,3.620,0,0.0000,0.0000,-0.14540,26.1,-60.0,8,1500,1500,1500,1500
34245,102,3.650,0,0.0000,0.0000,-0.14970,26.1,-60.0,8,1500,1500,1500,1500
34336,102,3.620,0,0.0000,0.0000,-0.14700,26.1,-60.0,8,1500,1500,1500,1500
34382,102,3.640,0,0.0000,0.0000,-0.15130,26.1,-60.0,8,1500,1500,1500,1500
34474,102,3.620,0,0.0000,0.0000,-0.14930,26.1,-60.0,8,1500,1500,1500,1500
34520,102,3.640,0,0.0000,0.0000,-0.15010,26.1,-60.0,8,1500,1500,1500,1500
34611,102,3.630,0,0.0000,0.0000,-0.15040,26.1,-60.0,8,1500,1500,1500,1500
34678,102,3.650,0,0.0000,0.0000,-0.14910,26.1,-60.0,8,1500,1500,1500,1500
34770,102,3.620,0,0.0000,0.0000,-0.14760,26.1,-60.0,8,1500,1500,1500,1500
34816,102,3.650,0,0.0000,0.0000,-0.15260,26.1,-60.0,8,1500,1500,1500,1500
34908,102,3.620,0,0.0000,0.0000,-0.14690,26.1,-60.0,8,1500,1500,1500,1500
34954,102,3.650,0,0.0000,0.0000,-0.14880,26.1,-60.0,8,1500,1500,1500,1500
35045,102,3.630,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
35092,102,3.660,0,0.0000,0.0000,-0.14990,26.2,-60.0,8,1500,1500,1500,1500
35183,102,3.620,0,0.0000,0.0000,-0.14450,26.1,-60.0,8,1500,1500,1500,1500
35229,102,3.660,0,0.0000,0.0000,-0.15160,26.1,-60.0,8,1500,1500,1500,1500
35329,102,3.620,0,0.0000,0.0000,-0.14440,26.1,-60.0,8,1500,1500,1500,1500
35375,102,3.650,0,0.0000,0.0000,-0.15170,26.1,-60.0,8,1500,1500,1500,1500
35467,102,3.630,0,0.0000,0.0000,-0.14530,26.1,-60.0,8,1500,1500,1500,1500
35513,102,3.650,0,0.0000,0.0000,-0.15460,26.1,-60.0,8,1500,1500,1500,1500
35604,102,3.630,0,0.0000,0.0000,-0.14620,26.1,-60.0,8,1500,1500,1500,1500
35651,102,3.660,0,0.0000,0.0000,-0.15150,26.1,-60.0,8,1500,1500,1500,1500
35742,102,3.630,0,0.0000,0.0000,-0.14540,26.1,-60.0,8,1500,1500,1500,1500
35788,102,3.650,0,0.0000,0.0000,-0.15370,26.2,-60.0,8,1500,1500,1500,1500
35880,102,3.630,0,0.0000,0.0000,-0.14770,26.1,-60.0,8,1500,1500,1500,1500
35926,102,3.660,0,0.0000,0.0000,-0.15040,26.1,-60.0,8,1500,1500,1500,1500
36017,102,3.630,0,0.0000,0.0000,-0.14880,26.1,-60.0,8,1500,1500,1500,1500
36064,102,3.660,0,0.0000,0.0000,-0.14890,26.1,-60.0,8,1500,1500,1500,1500
36155,102,3.630,0,0.0000,0.0000,-0.14940,26.1,-60.0,8,1500,1500,1500,1500
36201,102,3.660,0,0.0000,0.0000,-0.15240,26.1,-60.0,8,1500,1500,1500,1500
36293,102,3.630,0,0.0000,0.0000,-0.14540,26.1,-60.0,8,1500,1500,1500,1500
36339,102,3.660,0,0.0000,0.0000,-0.15120,26.1,-60.0,8,1500,1500,1500,1500
36430,102,3.630,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
36477,102,3.660,0,0.0000,0.0000,-0.15360,26.1,-60.0,8,1500,1500,1500,1500
36568,102,3.630,0,0.0000,0.0000,-0.14900,26.1,-60.0,8,1500,1500,1500,1500
36614,102,3.650,0,0.0000,0.0000,-0.15150,26.1,-60.0,8,1500,1500,1500,1500
36706,102,3.620,0,0.0000,0.0000,-0.14680,26.1,-60.0,8,1500,1500,1500,1500
36752,102,3.660,0,0.0000,0.0000,-0.15330,26.1,-60.0,8,1500,1500,1500,1500
36843,102,3.630,0,0.0000,0.0000,-0.14720,26.1,-60.0,8,1500,1500,1500,1500
36890,102,3.660,0,0.0000,0.0000,-0.15010,26.2,-60.0,8,1500,1500,1500,1500
36981,102,3.630,0,0.0000,0.0000,-0.14800,26.1,-60.0,8,1500,1500,1500,1500
37028,102,3.660,0,0.0000,0.0000,-0.15270,26.1,-60.0,8,1500,1500,1500,1500
37119,102,3.630,0,0.0000,0.0000,-0.14490,26.1,-60.0,8,1500,1500,1500,1500
37165,102,3.660,0,0.0000,0.0000,-0.15100,26.1,-60.0,8,1500,1500,1500,1500
37257,102,3.630,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
37303,102,3.650,0,0.0000,0.0000,-0.15160,26.1,-60.0,8,1500,1500,1500,1500
37394,102,3.630,0,0.0000,0.0000,-0.14820,26.1,-60.0,8,1500,1500,1500,1500
37440,102,3.650,0,0.0000,0.0000,-0.15160,26.1,-60.0,8,1500,1500,1500,1500
37543,102,3.630,0,0.0000,0.0000,-0.14660,26.1,-60.0,8,1500,1500,1500,1500
37590,102,3.640,0,0.0000,0.0000,-0.15200,26.1,-60.0,8,1500,1500,1500,1500
37681,102,3.630,0,0.0000,0.0000,-0.14590,26.1,-60.0,8,1500,1500,1500,1500
37727,102,3.650,0,0.0000,0.0000,-0.15070,26.1,-60.0,8,1500,1500,1500,1500
37819,102,3.620,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
37865,102,3.660,0,0.0000,0.0000,-0.15500,26.1,-60.0,8,1500,1500,1500,1500
37956,102,3.640,0,0.0000,0.0000,-0.15140,26.1,-60.0,8,1500,1500,1500,1500
38003,102,3.660,0,0.0000,0.0000,-0.15120,26.1,-60.0,8,1500,1500,1500,1500
38094,102,3.620,0,0.0000,0.0000,-0.14900,26.1,-60.0,8,1500,1500,1500,1500
38140,102,3.660,0,0.0000,0.0000,-0.15060,26.2,-60.0,8,1500,1500,1500,1500
38232,102,3.630,0,0.0000,0.0000,-0.14620,26.1,-60.0,8,1500,1500,1500,1500
38278,102,3.660,0,0.0000,0.0000,-0.15080,26.1,-60.0,8,1500,1500,1500,1500
38369,102,3.630,0,0.0000,0.0000,-0.14990,26.1,-60.0,8,1500,1500,1500,1500
38416,102,3.660,0,0.0000,0.0000,-0.15020,26.2,-60.0,8,1500,1500,1500,1500
38507,102,3.630,0,0.0000,0.0000,-0.14420,26.1,-60.0,8,1500,1500,1500,1500
38553,102,3.660,0,0.0000,0.0000,-0.15120,26.2,-60.0,8,1500,1500,1500,1500
38645,102,3.630,0,0.0000,0.0000,-0.14540,26.1,-60.0,8,1500,1500,1500,1500
38691,102,3.660,0,0.0000,0.0000,-0.15250,26.2,-60.0,8,1500,1500,1500,1500
38782,102,3.630,0,0.0000,0.0000,-0.14450,26.1,-60.0,8,1500,1500,1500,1500
38829,102,3.660,0,0.0000,0.0000,-0.14890,26.2,-60.0,8,1500,1500,1500,1500
38920,102,3.620,0,0.0000,0.0000,-0.14320,26.1,-60.0,8,1500,1500,1500,1500
38966,102,3.650,0,0.0000,0.0000,-0.14960,26.1,-60.0,8,1500,1500,1500,1500
39058,102,3.630,0,0.0000,0.0000,-0.14770,26.1,-60.0,8,1500,1500,1500,1500
39104,102,3.660,0,0.0000,0.0000,-0.15130,26.1,-60.0,8,1500,1500,1500,1500
39195,102,3.630,0,0.0000,0.0000,-0.14610,26.1,-60.0,8,1500,1500,1500,1500
39242,102,3.650,0,0.0000,0.0000,-0.15030,26.1,-60.0,8,1500,1500,1500,1500
39333,102,3.630,0,0.0000,0.0000,-0.14750,26.1,-60.0,8,1500,1500,1500,1500
39379,102,3.660,0,0.0000,0.0000,-0.15000,26.2,-60.0,8,1500,1500,1500,1500
39471,102,3.620,0,0.0000,0.0000,-0.14780,26.1,-60.0,8,1500,1500,1500,1500
39517,102,3.660,0,0.0000,0.0000,-0.14930,26.1,-60.0,8,1500,1500,1500,1500
39608,102,3.630,0,0.0000,0.0000,-0.14480,26.1,-60.0,8,1500,1500,1500,1500
39655,102,3.660,0,0.0000,0.0000,-0.15130,26.2,-60.0,8,1500,1500,1500,1500
39757,102,3.630,0,0.0000,0.0000,-0.14570,26.1,-60.0,8,1500,1500,1500,1500
39804,102,3.650,0,0.0000,0.0000,-0.14950,26.2,-60.0,8,1500,1500,1500,1500
39895,102,3.630,0,0.0000,0.0000,-0.14610,26.1,-60.0,8,1500,1500,1500,1500
39941,102,3.660,0,0.0000,0.0000,-0.15180,26.1,-60.0,8,1500,1500,1500,1500
40033,102,3.630,0,0.0000,0.0000,-0.14780,26.1,-60.0,8,1500,1500,1500,1500
40079,102,3.650,0,0.0000,0.0000,-0.15440,26.2,-60.0,8,1500,1500,1500,1500
40171,102,3.630,0,0.0000,0.0000,-0.14380,26.1,-60.0,8,1500,1500,1500,1500
40217,102,3.660,0,0.0000,0.0000,-0.15000,26.2,-60.0,8,1500,1500,1500,1500
40315,102,3.630,0,0.0000,0.0000,-0.14720,26.1,-60.0,8,1500,1500,1500,1500
40361,102,3.660,0,0.0000,0.0000,-0.15020,26.2,-60.0,8,1500,1500,1500,1500
40453,102,3.630,0,0.0000,0.0000,-0.14970,26.1,-60.0,8,1500,1500,1500,1500
40499,102,3.660,0,0.0000,0.0000,-0.15320,26.2,-60.0,8,1500,1500,1500,1500
40590,102,3.630,0,0.0000,0.0000,-0.14640,26.1,-60.0,8,1500,1500,1500,1500
40637,102,3.660,0,0.0000,0.0000,-0.15060,26.2,-60.0,8,1500,1500,1500,1500
40728,102,3.630,0,0.0000,0.0000,-0.14540,26.1,-60.0,8,1500,1500,1500,1500
40774,102,3.660,0,0.0000,0.0000,-0.14950,26.2,-60.0,8,1500,1500,1500,1500
40866,102,3.640,0,0.0000,0.0000,-0.14610,26.1,-60.0,8,1500,1500,1500,1500
40912,102,3.660,0,0.0000,0.0000,-0.15160,26.2,-60.0,8,1500,1500,1500,1500
41003,102,3.630,0,0.0000,0.0000,-0.14500,26.1,-60.0,8,1500,1500,1500,1500
41050,102,3.660,0,0.0000,0.0000,-0.15150,26.2,-60.0,8,1500,1500,1500,1500
41141,102,3.630,0,0.0000,0.0000,-0.14670,26.1,-60.0,8,1500,1500,1500,1500
41187,102,3.660,0,0.0000,0.0000,-0.15220,26.2,-60.0,8,1500,1500,1500,1500
41279,102,3.630,0,0.0000,0.0000,-0.14630,26.1,-60.0,8,1500,1500,1500,1500
41325,102,3.660,0,0.0000,0.0000,-0.15180,26.2,-60.0,8,1500,1500,1500,1500
41416,102,3.630,0,0.0000,0.0000,-0.15010,26.1,-60.0,8,1500,1500,1500,1500
41463,102,3.660,0,0.0000,0.0000,-0.15070,26.2,-60.0,8,1500,1500,1500,1500
41554,102,3.640,0,0.0000,0.0000,-0.14880,26.1,-60.0,8,1500,1500,1500,1500
41600,102,3.660,0,0.0000,0.0000,-0.15390,26.1,-60.0,8,1500,1500,1500,1500
41692,102,3.630,0,0.0000,0.0000,-0.14470,26.1,-60.0,8,1500,1500,1500,1500
41738,102,3.660,0,0.0000,0.0000,-0.15140,26.2,-60.0,8,1500,1500,1500,1500
41829,102,3.630,0,0.0000,0.0000,-0.14630,26.1,-60.0,8,1500,1500,1500,1500
41876,102,3.660,0,0.0000,0.0000,-0.14950,26.2,-60.0,8,1500,1500,1500,1500
41967,102,3.630,0,0.0000,0.0000,-0.14590,26.1,-60.0,8,1500,1500,1500,1500
42013,102,3.660,0,0.0000,0.0000,-0.15240,26.2,-60.0,8,1500,1500,1500,1500
42105,102,3.640,0,0.0000,0.0000,-0.14970,26.1,-60.0,8,1500,1500,1500,1500
42151,102,3.660,0,0.0000,0.0000,-0.15120,26.2,-60.0,8,1500,1500,1500,1500
42243,102,3.640,0,0.0000,0.0000,-0.14320,26.1,-60.0,8,1500,1500,1500,1500
42289,102,3.650,0,0.0000,0.0000,-0.15170,26.2,-60.0,8,1500,1500,1500,1500
42380,102,3.620,0,0.0000,0.0000,-0.14470,26.1,-60.0,8,1500,1500,1500,1500
42427,102,3.650,0,0.0000,0.0000,-0.14970,26.2,-60.0,8,1500,1500,1500,1500
42528,102,3.630,0,0.0000,0.0000,-0.14620,26.1,-60.0,8,1500,1500,1500,1500
