# GT-EV-Testbed UART telemetry + drive log
# session_start_ms,3996
# master_id,101 (esc1),slave_id,102 (esc2)
# firmware,2.2.0
# poll_ms=125,drive=PPM D6/D10
time_ms,loop_dt_ms,throttle_us,steering_us,throttle_norm,steering_norm,left_mix,right_mix,master_ppm_us,slave_ppm_us,rc_last_update_age_ms,rc_signal_valid,esc1_last_update_age_ms,esc2_last_update_age_ms,esc1_rpm,esc1_duty,esc1_motor_current,esc1_input_current,esc1_vin,esc1_fault_code,esc1_fault_name,esc2_rpm,esc2_duty,esc2_motor_current,esc2_input_current,esc2_vin,esc2_fault_code,esc2_fault_name
4523,0,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00890,0.0775,0.0001,57.570,0,NONE,0,-0.00970,0.0131,0.0000,57.690,0,NONE
4667,144,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00940,0.0000,0.0000,57.570,0,NONE,0,-0.00970,0.0000,0.0000,57.700,0,NONE
4804,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00870,0.0000,0.0000,57.570,0,NONE,0,-0.00940,0.0000,0.0000,57.690,0,NONE
4942,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,0.4481,0.0005,57.570,0,NONE,0,0.00000,-0.1085,0.0001,57.690,0,NONE
5086,144,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,53,1,0,0.00000,1.1432,0.0012,57.580,0,NONE,0,0.00000,0.1551,0.0003,57.710,0,NONE
5224,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.2749,0.0013,57.500,0,NONE,0,0.00000,0.0001,0.0001,57.690,0,NONE
5362,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.2928,0.0013,57.590,0,NONE,0,0.00000,0.2427,0.0003,57.690,0,NONE
5500,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3762,0.0014,57.570,0,NONE,0,0.00000,0.2969,0.0004,57.700,0,NONE
5638,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3485,0.0013,57.580,0,NONE,0,0.00000,0.1355,0.0002,57.690,0,NONE
5776,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3710,0.0013,57.570,0,NONE,0,0.00000,0.1527,0.0002,57.690,0,NONE
5913,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3957,0.0013,57.600,0,NONE,0,0.00000,0.2185,0.0002,57.700,0,NONE
6051,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.4248,0.0013,57.590,0,NONE,0,0.00000,0.3094,0.0003,57.710,0,NONE
6189,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3951,0.0013,57.590,0,NONE,0,0.00000,0.2292,0.0002,57.690,0,NONE
6327,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3162,0.0013,57.580,0,NONE,0,0.00000,0.2515,0.0002,57.690,0,NONE
6464,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3699,0.0013,57.570,0,NONE,0,0.00000,0.3010,0.0003,57.700,0,NONE
6602,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4974,0.0014,57.590,0,NONE,0,0.00000,0.2938,0.0002,57.680,0,NONE
6740,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.2740,0.0012,57.600,0,NONE,0,0.00000,0.1893,0.0000,57.710,0,NONE
6878,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3345,0.0013,57.590,0,NONE,0,0.00000,0.2891,0.0003,57.690,0,NONE
7016,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3913,0.0013,57.590,0,NONE,0,0.00000,0.2675,0.0002,57.700,0,NONE
7154,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.2638,0.0012,57.590,0,NONE,0,0.00000,0.1915,0.0000,57.690,0,NONE
7291,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4430,0.0014,57.580,0,NONE,0,0.00000,0.3348,0.0003,57.690,0,NONE
7429,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3562,0.0013,57.580,0,NONE,0,0.00000,0.2600,0.0002,57.700,0,NONE
7567,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3307,0.0012,57.590,0,NONE,-66,0.00000,-0.0468,-0.0002,57.690,0,NONE
7705,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3318,0.0013,57.590,0,NONE,0,0.00000,0.0443,-0.0001,57.700,0,NONE
7843,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3480,0.0013,57.590,0,NONE,0,0.00000,0.3535,-0.0002,57.700,0,NONE
7980,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3768,0.0013,57.600,0,NONE,4,0.00000,0.2365,0.0001,57.690,0,NONE
8118,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3395,0.0013,57.570,0,NONE,-82,0.00000,0.1558,0.0001,57.690,0,NONE
8269,151,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3398,0.0013,57.530,0,NONE,75,0.00000,0.2482,-0.0000,57.690,0,NONE
8407,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3084,0.0012,57.600,0,NONE,-72,0.00000,0.1721,0.0001,57.700,0,NONE
8545,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3360,0.0013,57.580,0,NONE,0,0.00000,-0.1592,-0.0003,57.690,0,NONE
8683,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.2812,0.0012,57.580,0,NONE,0,0.00000,-0.2582,-0.0003,57.700,0,NONE
8820,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.2640,0.0012,57.580,0,NONE,0,0.00000,0.2101,-0.0001,57.700,0,NONE
8958,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.2972,0.0013,57.580,0,NONE,0,0.00000,0.1393,-0.0001,57.700,0,NONE
9096,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3567,0.0013,57.580,0,NONE,0,0.00000,0.0611,-0.0002,57.700,0,NONE
9234,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3301,0.0012,57.580,0,NONE,0,0.00000,0.0239,-0.0002,57.700,0,NONE
9371,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3274,0.0013,57.600,0,NONE,0,0.00000,0.2030,-0.0002,57.700,0,NONE
9509,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3437,0.0013,57.590,0,NONE,0,0.00000,0.0687,-0.0002,57.690,0,NONE
9647,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3395,0.0013,57.600,0,NONE,0,0.00000,0.1365,-0.0002,57.700,0,NONE
9785,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3269,0.0013,57.580,0,NONE,0,0.00000,0.2073,-0.0002,57.710,0,NONE
9923,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3313,0.0013,57.570,0,NONE,0,0.00000,0.1217,-0.0002,57.700,0,NONE
10061,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3145,0.0013,57.580,0,NONE,0,0.00000,0.1883,-0.0002,57.690,0,NONE
10209,148,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3209,0.0013,57.590,0,NONE,0,0.00000,-0.0004,-0.0002,57.690,0,NONE
10347,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3082,0.0013,57.590,0,NONE,0,0.00000,-0.0441,-0.0002,57.680,0,NONE
10485,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3440,0.0013,57.590,0,NONE,0,0.00000,-0.0235,-0.0002,57.700,0,NONE
10623,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3489,0.0013,57.590,0,NONE,0,0.00000,-0.0729,-0.0002,57.710,0,NONE
10761,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3054,0.0012,57.590,0,NONE,0,0.00000,0.0623,-0.0002,57.680,0,NONE
10898,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3571,0.0013,57.600,0,NONE,0,0.00000,0.0343,-0.0002,57.690,0,NONE
11036,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3091,0.0013,57.570,0,NONE,0,0.00000,0.0954,-0.0002,57.690,0,NONE
11174,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3844,0.0013,57.570,0,NONE,0,0.00000,0.0292,-0.0002,57.690,0,NONE
11312,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.2703,0.0012,57.600,0,NONE,0,0.00000,0.0295,-0.0002,57.690,0,NONE
11450,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3901,0.0013,57.590,0,NONE,0,0.00000,-0.0864,-0.0002,57.680,0,NONE
11587,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3906,0.0013,57.580,0,NONE,0,0.00000,0.2351,-0.0002,57.700,0,NONE
11725,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3547,0.0013,57.570,0,NONE,0,0.00000,0.0708,-0.0002,57.670,0,NONE
11863,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3428,0.0013,57.580,0,NONE,0,0.00000,0.1536,-0.0002,57.680,0,NONE
12001,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3004,0.0013,57.480,0,NONE,0,0.00000,0.0138,-0.0002,57.650,0,NONE
12139,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3678,0.0013,57.570,0,NONE,0,0.00000,0.0279,-0.0002,57.690,0,NONE
12276,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4016,0.0013,57.550,0,NONE,0,0.00000,0.0285,-0.0002,57.440,0,NONE
12414,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3014,0.0012,57.510,0,NONE,0,0.00000,0.0603,-0.0002,57.680,0,NONE
12552,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3607,0.0013,57.590,0,NONE,0,0.00000,0.2752,-0.0002,57.710,0,NONE
12690,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3062,0.0012,57.580,0,NONE,7,0.00000,0.2883,0.0002,57.690,0,NONE
12828,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3715,0.0013,57.580,0,NONE,-41,0.00000,0.0788,0.0000,57.710,0,NONE
12966,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3397,0.0013,57.560,0,NONE,0,0.00000,-0.0515,-0.0002,57.690,0,NONE
13103,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.4004,0.0013,57.590,0,NONE,0,0.00000,0.1634,-0.0001,57.690,0,NONE
13254,151,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3045,0.0013,57.600,0,NONE,0,0.00000,-0.0020,-0.0002,57.710,0,NONE
13392,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00000,1.3683,0.0013,57.560,0,NONE,0,0.00000,0.0312,-0.0002,57.690,0,NONE
