# GT-EV-Testbed UART telemetry log
# session_start_ms,4068
# master_id,101,slave_id,102
# poll_ms=125, dual_uart, read_only
millis_ms,esc_id,vbat_v,rpm,motor_a,input_a,duty,fet_c,motor_c,fault
7413,102,3.610,0,0.0000,0.0000,-0.15200,26.2,-60.0,8
7537,102,3.600,0,0.0000,0.0000,-0.13900,26.1,-60.0,8
7537,102,3.610,0,0.0000,0.0000,-0.15240,26.2,-60.0,8
7662,102,3.600,0,0.0000,0.0000,-0.13840,26.1,-60.0,8
7662,102,3.610,0,0.0000,0.0000,-0.15110,26.2,-60.0,8
7787,102,3.590,0,0.0000,0.0000,-0.14230,26.1,-60.0,8
7787,102,3.610,0,0.0000,0.0000,-0.15250,26.2,-60.0,8
7912,102,3.590,0,0.0000,0.0000,-0.14210,26.1,-60.0,8
7912,102,3.610,0,0.0000,0.0000,-0.15250,26.2,-60.0,8
8037,102,3.600,0,0.0000,0.0000,-0.14340,26.1,-60.0,8
8037,102,3.610,0,0.0000,0.0000,-0.15340,26.2,-60.0,8
8162,102,3.590,0,0.0000,0.0000,-0.14280,26.1,-60.0,8
8163,102,3.610,0,0.0000,0.0000,-0.15520,26.2,-60.0,8
8288,102,3.600,0,0.0000,0.0000,-0.14140,26.1,-60.0,8
8291,102,3.610,0,0.0000,0.0000,-0.15110,26.2,-60.0,8
8414,102,3.600,0,0.0000,0.0000,-0.13900,26.1,-60.0,8
8415,102,3.620,0,0.0000,0.0000,-0.15030,26.2,-60.0,8
8540,102,3.600,0,0.0000,0.0000,-0.14170,26.1,-60.0,8
8541,102,3.610,0,0.0000,0.0000,-0.15010,26.2,-60.0,8
8666,102,3.600,0,0.0000,0.0000,-0.13930,26.1,-60.0,8
8667,102,3.610,0,0.0000,0.0000,-0.15400,26.2,-60.0,8
8792,102,3.600,0,0.0000,0.0000,-0.13910,26.1,-60.0,8
8793,102,3.630,0,0.0000,0.0000,-0.15300,26.2,-60.0,8
8918,102,3.600,0,0.0000,0.0000,-0.13870,26.1,-60.0,8
8921,102,3.610,0,0.0000,0.0000,-0.15230,26.2,-60.0,8
9044,102,3.590,0,0.0000,0.0000,-0.14310,26.1,-60.0,8
9045,102,3.610,0,0.0000,0.0000,-0.15050,26.2,-60.0,8
9170,102,3.590,0,0.0000,0.0000,-0.13970,26.1,-60.0,8
9171,102,3.620,0,0.0000,0.0000,-0.15400,26.2,-60.0,8
9296,102,3.600,0,0.0000,0.0000,-0.14370,26.1,-60.0,8
9297,102,3.620,0,0.0000,0.0000,-0.15310,26.2,-60.0,8
9422,102,3.600,0,0.0000,0.0000,-0.14060,26.1,-60.0,8
9423,102,3.610,0,0.0000,0.0000,-0.15210,26.2,-60.0,8
9548,102,3.600,0,0.0000,0.0000,-0.14040,26.1,-60.0,8
9549,102,3.610,0,0.0000,0.0000,-0.15150,26.2,-60.0,8
9674,102,3.590,0,0.0000,0.0000,-0.14090,26.1,-60.0,8
9675,102,3.620,0,0.0000,0.0000,-0.15270,26.2,-60.0,8
9800,102,3.600,0,0.0000,0.0000,-0.14100,26.1,-60.0,8
9801,102,3.620,0,0.0000,0.0000,-0.15150,26.2,-60.0,8
9926,102,3.600,0,0.0000,0.0000,-0.13950,26.1,-60.0,8
9927,102,3.610,0,0.0000,0.0000,-0.15270,26.2,-60.0,8
10052,102,3.600,0,0.0000,0.0000,-0.13870,26.1,-60.0,8
10053,102,3.630,0,0.0000,0.0000,-0.15220,26.2,-60.0,8
10178,102,3.590,0,0.0000,0.0000,-0.13990,26.1,-60.0,8
10179,102,3.630,0,0.0000,0.0000,-0.15070,26.2,-60.0,8
10304,102,3.600,0,0.0000,0.0000,-0.13970,26.1,-60.0,8
10305,102,3.620,0,0.0000,0.0000,-0.15320,26.2,-60.0,8
10430,102,3.600,0,0.0000,0.0000,-0.14170,26.1,-60.0,8
10431,102,3.610,0,0.0000,0.0000,-0.15420,26.2,-60.0,8
10556,102,3.590,0,0.0000,0.0000,-0.13900,26.1,-60.0,8
10557,102,3.610,0,0.0000,0.0000,-0.15080,26.2,-60.0,8
10682,102,3.590,0,0.0000,0.0000,-0.14170,26.1,-60.0,8
10683,102,3.610,0,0.0000,0.0000,-0.15210,26.2,-60.0,8
10808,102,3.590,0,0.0000,0.0000,-0.14150,26.1,-60.0,8
10809,102,3.610,0,0.0000,0.0000,-0.15120,26.2,-60.0,8
10934,102,3.590,0,0.0000,0.0000,-0.13900,26.1,-60.0,8
10935,102,3.610,0,0.0000,0.0000,-0.15200,26.2,-60.0,8
11060,102,3.600,0,0.0000,0.0000,-0.14150,26.1,-60.0,8
11061,102,3.620,0,0.0000,0.0000,-0.15150,26.2,-60.0,8
11186,102,3.600,0,0.0000,0.0000,-0.14030,26.1,-60.0,8
11187,102,3.620,0,0.0000,0.0000,-0.15140,26.2,-60.0,8
11312,102,3.600,0,0.0000,0.0000,-0.14350,26.1,-60.0,8
11315,102,3.610,0,0.0000,0.0000,-0.15200,26.2,-60.0,8
11438,102,3.600,0,0.0000,0.0000,-0.13930,26.1,-60.0,8
11439,102,3.610,0,0.0000,0.0000,-0.15190,26.2,-60.0,8
11564,102,3.600,0,0.0000,0.0000,-0.14190,26.1,-60.0,8
11565,102,3.610,0,0.0000,0.0000,-0.15170,26.2,-60.0,8
11690,102,3.600,0,0.0000,0.0000,-0.13850,26.1,-60.0,8
11691,102,3.610,0,0.0000,0.0000,-0.15260,26.2,-60.0,8
11816,102,3.600,0,0.0000,0.0000,-0.13870,26.1,-60.0,8
11817,102,3.610,0,0.0000,0.0000,-0.15300,26.2,-60.0,8
11942,102,3.600,0,0.0000,0.0000,-0.14130,26.1,-60.0,8
11943,102,3.620,0,0.0000,0.0000,-0.15250,26.2,-60.0,8
12068,102,3.600,0,0.0000,0.0000,-0.14020,26.1,-60.0,8
12069,102,3.610,0,0.0000,0.0000,-0.15250,26.2,-60.0,8
12194,102,3.600,0,0.0000,0.0000,-0.13970,26.1,-60.0,8
12195,102,3.610,0,0.0000,0.0000,-0.14980,26.2,-60.0,8
12320,102,3.580,0,0.0000,0.0000,-0.14210,26.1,-60.0,8
12321,102,3.610,0,0.0000,0.0000,-0.15140,26.2,-60.0,8
12446,102,3.600,0,0.0000,0.0000,-0.13820,26.1,-60.0,8
12449,102,3.600,0,0.0000,0.0000,-0.15170,26.2,-60.0,8
12572,102,3.600,0,0.0000,0.0000,-0.14180,26.1,-60.0,8
12573,102,3.610,0,0.0000,0.0000,-0.15340,26.2,-60.0,8
12698,102,3.600,0,0.0000,0.0000,-0.14130,26.1,-60.0,8
12699,102,3.620,0,0.0000,0.0000,-0.15270,26.2,-60.0,8
12824,102,3.590,0,0.0000,0.0000,-0.14070,26.1,-60.0,8
12825,102,3.610,0,0.0000,0.0000,-0.15330,26.2,-60.0,8
12950,102,3.590,0,0.0000,0.0000,-0.14120,26.1,-60.0,8
12951,102,3.610,0,0.0000,0.0000,-0.15260,26.2,-60.0,8
13076,102,3.600,0,0.0000,0.0000,-0.13820,26.1,-60.0,8
13077,102,3.620,0,0.0000,0.0000,-0.15320,26.2,-60.0,8
13202,102,3.600,0,0.0000,0.0000,-0.14060,26.1,-60.0,8
13203,102,3.610,0,0.0000,0.0000,-0.15430,26.2,-60.0,8
13328,102,3.590,0,0.0000,0.0000,-0.13810,26.1,-60.0,8
13329,102,3.610,0,0.0000,0.0000,-0.15060,26.2,-60.0,8
13454,102,3.600,0,0.0000,0.0000,-0.14130,26.1,-60.0,8
13455,102,3.620,0,0.0000,0.0000,-0.15110,26.2,-60.0,8
13580,102,3.590,0,0.0000,0.0000,-0.13880,26.1,-60.0,8
13581,102,3.610,0,0.0000,0.0000,-0.15810,26.2,-60.0,8
13706,102,3.600,0,0.0000,0.0000,-0.13830,26.1,-60.0,8
13707,102,3.610,0,0.0000,0.0000,-0.15200,26.2,-60.0,8
13832,102,3.590,0,0.0000,0.0000,-0.14180,26.1,-60.0,8
13833,102,3.610,0,0.0000,0.0000,-0.15280,26.2,-60.0,8
13958,102,3.600,0,0.0000,0.0000,-0.13920,26.1,-60.0,8
13959,102,3.630,0,0.0000,0.0000,-0.15010,26.2,-60.0,8
14084,102,3.590,0,0.0000,0.0000,-0.14000,26.1,-60.0,8
14085,102,3.620,0,0.0000,0.0000,-0.15230,26.2,-60.0,8
14210,102,3.600,0,0.0000,0.0000,-0.14090,26.1,-60.0,8
14211,102,3.610,0,0.0000,0.0000,-0.15060,26.2,-60.0,8
14336,102,3.600,0,0.0000,0.0000,-0.13800,26.1,-60.0,8
14339,102,3.620,0,0.0000,0.0000,-0.15080,26.2,-60.0,8
14462,102,3.600,0,0.0000,0.0000,-0.14260,26.1,-60.0,8
14463,102,3.630,0,0.0000,0.0000,-0.15050,26.2,-60.0,8
14588,102,3.590,0,0.0000,0.0000,-0.13910,26.1,-60.0,8
14589,102,3.630,0,0.0000,0.0000,-0.15180,26.2,-60.0,8
14714,102,3.590,0,0.0000,0.0000,-0.13850,26.1,-60.0,8
14715,102,3.620,0,0.0000,0.0000,-0.15000,26.2,-60.0,8
14840,102,3.590,0,0.0000,0.0000,-0.13920,26.1,-60.0,8
14841,102,3.630,0,0.0000,0.0000,-0.15250,26.2,-60.0,8
14966,102,3.600,0,0.0000,0.0000,-0.13900,26.1,-60.0,8
14967,102,3.610,0,0.0000,0.0000,-0.15120,26.2,-60.0,8
15092,102,3.600,0,0.0000,0.0000,-0.14070,26.1,-60.0,8
15093,102,3.620,0,0.0000,0.0000,-0.15130,26.2,-60.0,8
15218,102,3.610,0,0.0000,0.0000,-0.13860,26.1,-60.0,8
15219,102,3.620,0,0.0000,0.0000,-0.15230,26.2,-60.0,8
15344,102,3.600,0,0.0000,0.0000,-0.13900,26.1,-60.0,8
15345,102,3.620,0,0.0000,0.0000,-0.15300,26.2,-60.0,8
15470,102,3.590,0,0.0000,0.0000,-0.14180,26.1,-60.0,8
15473,102,3.620,0,0.0000,0.0000,-0.15350,26.2,-60.0,8
15596,102,3.600,0,0.0000,0.0000,-0.14020,26.1,-60.0,8
15597,102,3.620,0,0.0000,0.0000,-0.15210,26.2,-60.0,8
15722,102,3.600,0,0.0000,0.0000,-0.14150,26.1,-60.0,8
15723,102,3.610,0,0.0000,0.0000,-0.15170,26.2,-60.0,8
15848,102,3.600,0,0.0000,0.0000,-0.14020,26.1,-60.0,8
15849,102,3.610,0,0.0000,0.0000,-0.15380,26.2,-60.0,8
15974,102,3.590,0,0.0000,0.0000,-0.14210,26.1,-60.0,8
15975,102,3.630,0,0.0000,0.0000,-0.15130,26.2,-60.0,8
16100,102,3.590,0,0.0000,0.0000,-0.14410,26.1,-60.0,8
16101,102,3.620,0,0.0000,0.0000,-0.15260,26.2,-60.0,8
16226,102,3.610,0,0.0000,0.0000,-0.14040,26.1,-60.0,8
16227,102,3.610,0,0.0000,0.0000,-0.15350,26.2,-60.0,8
16352,102,3.590,0,0.0000,0.0000,-0.14130,26.1,-60.0,8
16353,102,3.620,0,0.0000,0.0000,-0.14980,26.2,-60.0,8
16478,102,3.600,0,0.0000,0.0000,-0.14260,26.1,-60.0,8
16479,102,3.610,0,0.0000,0.0000,-0.15220,26.2,-60.0,8
16604,102,3.590,0,0.0000,0.0000,-0.13830,26.1,-60.0,8
16605,102,3.610,0,0.0000,0.0000,-0.15250,26.2,-60.0,8
16730,102,3.600,0,0.0000,0.0000,-0.14190,26.1,-60.0,8
16731,102,3.620,0,0.0000,0.0000,-0.15200,26.2,-60.0,8
16856,102,3.600,0,0.0000,0.0000,-0.13880,26.1,-60.0,8
16857,102,3.610,0,0.0000,0.0000,-0.14970,26.2,-60.0,8
16982,102,3.600,0,0.0000,0.0000,-0.14340,26.1,-60.0,8
16983,102,3.620,0,0.0000,0.0000,-0.14900,26.2,-60.0,8
17108,102,3.610,0,0.0000,0.0000,-0.14320,26.1,-60.0,8
17109,102,3.620,0,0.0000,0.0000,-0.14950,26.2,-60.0,8
17234,102,3.590,0,0.0000,0.0000,-0.14260,26.1,-60.0,8
17235,102,3.610,0,0.0000,0.0000,-0.15000,26.2,-60.0,8
17360,102,3.610,0,0.0000,0.0000,-0.13870,26.1,-60.0,8
17361,102,3.620,0,0.0000,0.0000,-0.15290,26.2,-60.0,8
17486,102,3.600,0,0.0000,0.0000,-0.14170,26.1,-60.0,8
17487,102,3.610,0,0.0000,0.0000,-0.15110,26.2,-60.0,8
17612,102,3.600,0,0.0000,0.0000,-0.14290,26.1,-60.0,8
17613,102,3.620,0,0.0000,0.0000,-0.15030,26.2,-60.0,8
17738,102,3.600,0,0.0000,0.0000,-0.14180,26.1,-60.0,8
17739,102,3.620,0,0.0000,0.0000,-0.15340,26.2,-60.0,8
17864,102,3.600,0,0.0000,0.0000,-0.14010,26.1,-60.0,8
17865,102,3.620,0,0.0000,0.0000,-0.15250,26.2,-60.0,8
17990,102,3.590,0,0.0000,0.0000,-0.14280,26.1,-60.0,8
17991,102,3.620,0,0.0000,0.0000,-0.15090,26.2,-60.0,8
18116,102,3.600,0,0.0000,0.0000,-0.13860,26.1,-60.0,8
18117,102,3.620,0,0.0000,0.0000,-0.15210,26.2,-60.0,8
18242,102,3.600,0,0.0000,0.0000,-0.14140,26.1,-60.0,8
18243,102,3.620,0,0.0000,0.0000,-0.15180,26.2,-60.0,8
18368,102,3.600,0,0.0000,0.0000,-0.14100,26.1,-60.0,8
18371,102,3.620,0,0.0000,0.0000,-0.15090,26.2,-60.0,8
18494,102,3.590,0,0.0000,0.0000,-0.14240,26.1,-60.0,8
18495,102,3.620,0,0.0000,0.0000,-0.15270,26.2,-60.0,8
18620,102,3.600,0,0.0000,0.0000,-0.13970,26.1,-60.0,8
18621,102,3.610,0,0.0000,0.0000,-0.15460,26.2,-60.0,8
18746,102,3.600,0,0.0000,0.0000,-0.14190,26.1,-60.0,8
18747,102,3.620,0,0.0000,0.0000,-0.15310,26.2,-60.0,8
18872,102,3.590,0,0.0000,0.0000,-0.14040,26.1,-60.0,8
18873,102,3.620,0,0.0000,0.0000,-0.15330,26.2,-60.0,8
18998,102,3.600,0,0.0000,0.0000,-0.14140,26.1,-60.0,8
18999,102,3.620,0,0.0000,0.0000,-0.15060,26.2,-60.0,8
19124,102,3.600,0,0.0000,0.0000,-0.14180,26.1,-60.0,8
19125,102,3.630,0,0.0000,0.0000,-0.15260,26.2,-60.0,8
19250,102,3.600,0,0.0000,0.0000,-0.14030,26.1,-60.0,8
19251,102,3.620,0,0.0000,0.0000,-0.15090,26.2,-60.0,8
19376,102,3.600,0,0.0000,0.0000,-0.13930,26.1,-60.0,8
19377,102,3.620,0,0.0000,0.0000,-0.15130,26.2,-60.0,8
19502,102,3.610,0,0.0000,0.0000,-0.13930,26.1,-60.0,8
19505,102,3.610,0,0.0000,0.0000,-0.15180,26.2,-60.0,8
19628,102,3.600,0,0.0000,0.0000,-0.14250,26.1,-60.0,8
19629,102,3.620,0,0.0000,0.0000,-0.15280,26.2,-60.0,8
19754,102,3.600,0,0.0000,0.0000,-0.13890,26.1,-60.0,8
19755,102,3.630,0,0.0000,0.0000,-0.15120,26.2,-60.0,8
19880,102,3.600,0,0.0000,0.0000,-0.14050,26.1,-60.0,8
19881,102,3.620,0,0.0000,0.0000,-0.15070,26.2,-60.0,8
20006,102,3.590,0,0.0000,0.0000,-0.13780,26.1,-60.0,8
20007,102,3.610,0,0.0000,0.0000,-0.15170,26.2,-60.0,8
20132,102,3.600,0,0.0000,0.0000,-0.14330,26.1,-60.0,8
20133,102,3.610,0,0.0000,0.0000,-0.15180,26.2,-60.0,8
20258,102,3.600,0,0.0000,0.0000,-0.14020,26.1,-60.0,8
20259,102,3.620,0,0.0000,0.0000,-0.15150,26.2,-60.0,8
20384,102,3.600,0,0.0000,0.0000,-0.14240,26.1,-60.0,8
20385,102,3.630,0,0.0000,0.0000,-0.15020,26.2,-60.0,8
20510,102,3.600,0,0.0000,0.0000,-0.14100,26.1,-60.0,8
20511,102,3.620,0,0.0000,0.0000,-0.15270,26.2,-60.0,8
20636,102,3.600,0,0.0000,0.0000,-0.14240,26.1,-60.0,8
20639,102,3.610,0,0.0000,0.0000,-0.14970,26.2,-60.0,8
20762,102,3.600,0,0.0000,0.0000,-0.14270,26.1,-60.0,8
20763,102,3.610,0,0.0000,0.0000,-0.15200,26.2,-60.0,8
20888,102,3.600,0,0.0000,0.0000,-0.14130,26.1,-60.0,8
20889,102,3.610,0,0.0000,0.0000,-0.15140,26.2,-60.0,8
21014,102,3.600,0,0.0000,0.0000,-0.14150,26.1,-60.0,8
21015,102,3.620,0,0.0000,0.0000,-0.15030,26.2,-60.0,8
21140,102,3.600,0,0.0000,0.0000,-0.14030,26.1,-60.0,8
21141,102,3.630,0,0.0000,0.0000,-0.14980,26.2,-60.0,8
21266,102,3.600,0,0.0000,0.0000,-0.14150,26.1,-60.0,8
21269,102,3.610,0,0.0000,0.0000,-0.15110,26.2,-60.0,8
21392,102,3.600,0,0.0000,0.0000,-0.14090,26.1,-60.0,8
21393,102,3.620,0,0.0000,0.0000,-0.15190,26.2,-60.0,8
21518,102,3.590,0,0.0000,0.0000,-0.13990,26.1,-60.0,8
21519,102,3.620,0,0.0000,0.0000,-0.15060,26.2,-60.0,8
21644,102,3.600,0,0.0000,0.0000,-0.13970,26.1,-60.0,8
21645,102,3.610,0,0.0000,0.0000,-0.15070,26.2,-60.0,8
21770,102,3.600,0,0.0000,0.0000,-0.14290,26.1,-60.0,8
21771,102,3.600,0,0.0000,0.0000,-0.15370,26.2,-60.0,8
21896,102,3.600,0,0.0000,0.0000,-0.14170,26.1,-60.0,8
21897,102,3.610,0,0.0000,0.0000,-0.15410,26.2,-60.0,8
22022,102,3.600,0,0.0000,0.0000,-0.14010,26.1,-60.0,8
22023,102,3.620,0,0.0000,0.0000,-0.15340,26.2,-60.0,8
22148,102,3.600,0,0.0000,0.0000,-0.13920,26.1,-60.0,8
22149,102,3.610,0,0.0000,0.0000,-0.15410,26.2,-60.0,8
22274,102,3.600,0,0.0000,0.0000,-0.13890,26.1,-60.0,8
22275,102,3.610,0,0.0000,0.0000,-0.15250,26.2,-60.0,8
22400,102,3.610,0,0.0000,0.0000,-0.13900,26.1,-60.0,8
22401,102,3.610,0,0.0000,0.0000,-0.15270,26.2,-60.0,8
22526,102,3.590,0,0.0000,0.0000,-0.13880,26.1,-60.0,8
22529,102,3.630,0,0.0000,0.0000,-0.15210,26.2,-60.0,8
22652,102,3.600,0,0.0000,0.0000,-0.14150,26.1,-60.0,8
22653,102,3.610,0,0.0000,0.0000,-0.15170,26.2,-60.0,8
22778,102,3.600,0,0.0000,0.0000,-0.14020,26.1,-60.0,8
22779,102,3.610,0,0.0000,0.0000,-0.15120,26.2,-60.0,8
22904,102,3.600,0,0.0000,0.0000,-0.13810,26.1,-60.0,8
22905,102,3.620,0,0.0000,0.0000,-0.15520,26.2,-60.0,8
23030,102,3.600,0,0.0000,0.0000,-0.14050,26.1,-60.0,8
23031,102,3.620,0,0.0000,0.0000,-0.15250,26.2,-60.0,8
23156,102,3.600,0,0.0000,0.0000,-0.13920,26.1,-60.0,8
23157,102,3.620,0,0.0000,0.0000,-0.15540,26.2,-60.0,8
23282,102,3.590,0,0.0000,0.0000,-0.14010,26.1,-60.0,8
23283,102,3.610,0,0.0000,0.0000,-0.15310,26.2,-60.0,8
23408,102,3.610,0,0.0000,0.0000,-0.13920,26.1,-60.0,8
23409,102,3.610,0,0.0000,0.0000,-0.15000,26.2,-60.0,8
23534,102,3.600,0,0.0000,0.0000,-0.14180,26.1,-60.0,8
23535,102,3.620,0,0.0000,0.0000,-0.15240,26.2,-60.0,8
23660,102,3.600,0,0.0000,0.0000,-0.14320,26.1,-60.0,8
23661,102,3.610,0,0.0000,0.0000,-0.15220,26.2,-60.0,8
23786,102,3.590,0,0.0000,0.0000,-0.14110,26.1,-60.0,8
23787,102,3.620,0,0.0000,0.0000,-0.15450,26.2,-60.0,8
23912,102,3.600,0,0.0000,0.0000,-0.14000,26.1,-60.0,8
23913,102,3.620,0,0.0000,0.0000,-0.15020,26.2,-60.0,8
24038,102,3.590,0,0.0000,0.0000,-0.13830,26.1,-60.0,8
24039,102,3.620,0,0.0000,0.0000,-0.15630,26.2,-60.0,8
24164,102,3.600,0,0.0000,0.0000,-0.13790,26.1,-60.0,8
24165,102,3.630,0,0.0000,0.0000,-0.15260,26.2,-60.0,8
24290,102,3.600,0,0.0000,0.0000,-0.14170,26.1,-60.0,8
24291,102,3.620,0,0.0000,0.0000,-0.15230,26.2,-60.0,8
24416,102,3.600,0,0.0000,0.0000,-0.13780,26.1,-60.0,8
24417,102,3.620,0,0.0000,0.0000,-0.15440,26.2,-60.0,8
24542,102,3.610,0,0.0000,0.0000,-0.14090,26.1,-60.0,8
24543,102,3.620,0,0.0000,0.0000,-0.15100,26.2,-60.0,8
24668,102,3.600,0,0.0000,0.0000,-0.13800,26.1,-60.0,8
24669,102,3.610,0,0.0000,0.0000,-0.15340,26.2,-60.0,8
24794,102,3.600,0,0.0000,0.0000,-0.14060,26.1,-60.0,8
24795,102,3.620,0,0.0000,0.0000,-0.14940,26.2,-60.0,8
24920,102,3.590,0,0.0000,0.0000,-0.14020,26.1,-60.0,8
24921,102,3.610,0,0.0000,0.0000,-0.15340,26.2,-60.0,8
25046,102,3.600,0,0.0000,0.0000,-0.14070,26.1,-60.0,8
25047,102,3.610,0,0.0000,0.0000,-0.15390,26.2,-60.0,8
25172,102,3.610,0,0.0000,0.0000,-0.14070,26.1,-60.0,8
25173,102,3.620,0,0.0000,0.0000,-0.15550,26.2,-60.0,8
25298,102,3.590,0,0.0000,0.0000,-0.14290,26.1,-60.0,8
25299,102,3.610,0,0.0000,0.0000,-0.15120,26.2,-60.0,8
25424,102,3.590,0,0.0000,0.0000,-0.13820,26.1,-60.0,8
25427,102,3.620,0,0.0000,0.0000,-0.15150,26.2,-60.0,8
25550,102,3.610,0,0.0000,0.0000,-0.13860,26.1,-60.0,8
25551,102,3.610,0,0.0000,0.0000,-0.15350,26.2,-60.0,8
25676,102,3.590,0,0.0000,0.0000,-0.14030,26.1,-60.0,8
25677,102,3.610,0,0.0000,0.0000,-0.15300,26.2,-60.0,8
25802,102,3.600,0,0.0000,0.0000,-0.13960,26.1,-60.0,8
25803,102,3.610,0,0.0000,0.0000,-0.15130,26.2,-60.0,8
25928,102,3.600,0,0.0000,0.0000,-0.14260,26.1,-60.0,8
25929,102,3.610,0,0.0000,0.0000,-0.15190,26.2,-60.0,8
26054,102,3.600,0,0.0000,0.0000,-0.14040,26.1,-60.0,8
26055,102,3.610,0,0.0000,0.0000,-0.14930,26.2,-60.0,8
26180,102,3.600,0,0.0000,0.0000,-0.14010,26.1,-60.0,8
26181,102,3.630,0,0.0000,0.0000,-0.15170,26.2,-60.0,8
26306,102,3.590,0,0.0000,0.0000,-0.14040,26.1,-60.0,8
26307,102,3.610,0,0.0000,0.0000,-0.15210,26.2,-60.0,8
26432,102,3.600,0,0.0000,0.0000,-0.13770,26.1,-60.0,8
26433,102,3.620,0,0.0000,0.0000,-0.14970,26.2,-60.0,8
26558,102,3.590,0,0.0000,0.0000,-0.13960,26.1,-60.0,8
26561,102,3.610,0,0.0000,0.0000,-0.15070,26.2,-60.0,8
26684,102,3.590,0,0.0000,0.0000,-0.14160,26.1,-60.0,8
26685,102,3.620,0,0.0000,0.0000,-0.15110,26.2,-60.0,8
26810,102,3.600,0,0.0000,0.0000,-0.14150,26.1,-60.0,8
26811,102,3.610,0,0.0000,0.0000,-0.15210,26.2,-60.0,8
26936,102,3.600,0,0.0000,0.0000,-0.14160,26.1,-60.0,8
26937,102,3.620,0,0.0000,0.0000,-0.15350,26.2,-60.0,8
27062,102,3.600,0,0.0000,0.0000,-0.14060,26.1,-60.0,8
27063,102,3.630,0,0.0000,0.0000,-0.15000,26.2,-60.0,8
