# GT-EV-Testbed UART telemetry + drive log
# session_start_ms,3996
# master_id,101 (esc1),slave_id,102 (esc2)
# firmware,2.2.0
# poll_ms=125,drive=PPM D6/D10
time_ms,loop_dt_ms,throttle_us,steering_us,throttle_norm,steering_norm,left_mix,right_mix,master_ppm_us,slave_ppm_us,rc_last_update_age_ms,rc_signal_valid,esc1_last_update_age_ms,esc2_last_update_age_ms,esc1_rpm,esc1_duty,esc1_motor_current,esc1_input_current,esc1_vin,esc1_fault_code,esc1_fault_name,esc2_rpm,esc2_duty,esc2_motor_current,esc2_input_current,esc2_vin,esc2_fault_code,esc2_fault_name
4516,0,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,47,1,0,0.00950,0.0856,0.0001,57.580,0,NONE,0,-0.00950,0.0046,-0.0000,57.710,0,NONE
4660,144,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00890,0.0000,0.0000,57.590,0,NONE,-3,0.00970,0.0000,0.0000,57.710,0,NONE
4798,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00900,0.0000,0.0000,57.590,0,NONE,1,-0.00950,0.0000,0.0000,57.710,0,NONE
4935,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,0.4365,0.0005,57.580,0,NONE,0,0.00000,-0.0188,0.0002,57.710,0,NONE
5080,145,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,54,1,0,0.00000,1.1845,0.0013,57.600,0,NONE,0,0.00000,0.1112,0.0003,57.710,0,NONE
5218,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.2628,0.0013,57.600,0,NONE,0,0.00000,0.1684,0.0002,57.710,0,NONE
5356,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.2667,0.0013,57.590,0,NONE,0,0.00000,0.1738,0.0002,57.730,0,NONE
5494,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3298,0.0013,57.600,0,NONE,0,0.00000,0.2452,0.0003,57.720,0,NONE
5632,138,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,0,0,0.00000,1.3043,0.0013,57.600,0,NONE,0,0.00000,0.1621,0.0002,57.710,0,NONE
5769,137,1500,1500,0.0000,0.0000,0.0000,0.0000,1500,1500,0,0,46,1,0,0.00000,1.3431,0.0013,57.590,0,NONE,0,0.00000,0.2269,0.0002,57.710,0,NONE
